Iteration,Number of data points,Number of pareto points queries,GD,IGD,MPFE,Point chosen
1,6,1,0.04590036450421065,0.37329091883502724,0.07186851947384189,161
2,7,1,0.04590036450421065,0.37329091883502724,0.07186851947384189,414
3,8,1,0.04590036450421065,0.37329091883502724,0.07186851947384189,281
4,9,1,0.14043913316747678,0.34884322743482254,0.42405543915727517,616
5,10,1,0.14043913316747678,0.34884322743482254,0.42405543915727517,31
6,11,1,0.18733076866477621,0.33527798040304707,0.42405543915727517,139
7,12,1,0.18733076866477621,0.33527798040304707,0.42405543915727517,282
8,13,1,0.18733076866477621,0.33527798040304707,0.42405543915727517,126
9,14,1,0.18733076866477621,0.33527798040304707,0.42405543915727517,456
10,15,1,0.18203648113736756,0.30031836312566396,0.42405543915727517,737
11,16,1,0.18203648113736756,0.30031836312566396,0.42405543915727517,216
12,17,1,0.18203648113736756,0.30031836312566396,0.42405543915727517,490
13,18,1,0.1284207698019306,0.24799565880505275,0.42405543915727517,594
14,19,2,0.11007494554451193,0.22927477355978815,0.42405543915727517,32
15,20,2,0.0919728155511426,0.21278151939071288,0.42405543915727517,683
16,21,2,0.11049636326962009,0.20400141469102614,0.42405543915727517,610
17,22,2,0.11049636326962009,0.20400141469102614,0.42405543915727517,52
18,23,2,0.11049636326962009,0.20400141469102614,0.42405543915727517,765
19,24,2,0.10959353179161539,0.19707649958341092,0.42405543915727517,756
20,25,2,0.10589247590868767,0.19307093317587523,0.42405543915727517,676
21,26,2,0.09841430660238445,0.1821426373472581,0.42405543915727517,540
22,27,2,0.10443638505176787,0.16699785307401935,0.42405543915727517,117
23,28,2,0.10443638505176787,0.16699785307401935,0.42405543915727517,519
24,29,2,0.09755701478163409,0.1610644836882465,0.42405543915727517,789
25,30,2,0.09755701478163409,0.1610644836882465,0.42405543915727517,409
26,31,2,0.09755701478163409,0.1610644836882465,0.42405543915727517,741
27,32,2,0.09755701478163409,0.1610644836882465,0.42405543915727517,416
28,33,2,0.09755701478163409,0.1610644836882465,0.42405543915727517,754
29,34,2,0.10116337462184705,0.1449421026033161,0.42405543915727517,663
30,35,2,0.10116337462184705,0.1449421026033161,0.42405543915727517,708
31,36,2,0.10116337462184705,0.1449421026033161,0.42405543915727517,266
32,37,2,0.10116337462184705,0.1449421026033161,0.42405543915727517,93
33,38,2,0.10116337462184705,0.1449421026033161,0.42405543915727517,285
34,39,2,0.10116337462184705,0.1449421026033161,0.42405543915727517,354
35,40,2,0.10116337462184705,0.1449421026033161,0.42405543915727517,762
36,41,2,0.09136562706300191,0.1356003968717372,0.42405543915727517,583
37,42,2,0.09136562706300191,0.1356003968717372,0.42405543915727517,664
38,43,2,0.09136562706300191,0.1356003968717372,0.42405543915727517,346
39,44,2,0.09136562706300191,0.1356003968717372,0.42405543915727517,329
40,45,2,0.09735578226125878,0.13315983411615326,0.42405543915727517,426
