Iteration,Number of data points,Number of pareto points queries,GD,IGD,MPFE,Point chosen
1,6,0,0.15290497371578798,0.3115263089812511,0.24016119729896232,346
2,7,0,0.11753895285423463,0.2924797438007464,0.24016119729896232,164
3,8,1,0.07139938942090075,0.2448793339856934,0.24016119729896232,147
4,9,1,0.07139938942090075,0.2448793339856934,0.24016119729896232,699
5,10,1,0.06238555097160792,0.2423499426944892,0.24016119729896232,722
6,11,1,0.10448328241979461,0.2423499426944892,0.3149719396607281,612
7,12,1,0.1033486161948262,0.1975708985738779,0.3149719396607281,580
8,13,1,0.1033486161948262,0.1975708985738779,0.3149719396607281,122
9,14,1,0.1033486161948262,0.1975708985738779,0.3149719396607281,342
10,15,1,0.1033486161948262,0.1975708985738779,0.3149719396607281,233
11,16,2,0.09043003917047293,0.18868228771305376,0.3149719396607281,781
12,17,2,0.09043003917047293,0.18868228771305376,0.3149719396607281,305
13,18,2,0.09898653366895419,0.18834037787860675,0.3149719396607281,608
14,19,2,0.09898653366895419,0.18834037787860675,0.3149719396607281,210
15,20,2,0.09898653366895419,0.18834037787860675,0.3149719396607281,219
16,21,3,0.08908788030205876,0.18418784523729267,0.3149719396607281,790
17,22,3,0.08908788030205876,0.18418784523729267,0.3149719396607281,494
18,23,3,0.08908788030205876,0.18418784523729267,0.3149719396607281,710
19,24,3,0.08908788030205876,0.18418784523729267,0.3149719396607281,561
20,25,3,0.10082619386187092,0.1739007096562915,0.3149719396607281,654
21,26,3,0.10082619386187092,0.1739007096562915,0.3149719396607281,324
22,27,3,0.10082619386187092,0.1739007096562915,0.3149719396607281,10
23,28,3,0.11075421163065685,0.17218247950291582,0.3149719396607281,496
24,29,3,0.11075421163065685,0.17218247950291582,0.3149719396607281,664
25,30,3,0.11075421163065685,0.17218247950291582,0.3149719396607281,123
26,31,3,0.11075421163065685,0.17218247950291582,0.3149719396607281,374
27,32,3,0.10827790309681172,0.17020484672312577,0.3149719396607281,105
28,33,3,0.10827790309681172,0.17020484672312577,0.3149719396607281,34
29,34,3,0.10827790309681172,0.17020484672312577,0.3149719396607281,174
30,35,3,0.10827790309681172,0.17020484672312577,0.3149719396607281,68
31,36,4,0.08078675030927147,0.16168334289707542,0.3149719396607281,579
32,37,4,0.08078675030927147,0.16168334289707542,0.3149719396607281,372
33,38,4,0.08078675030927147,0.16168334289707542,0.3149719396607281,800
