Iteration,Number of data points,Number of pareto points queries,GD,IGD,MPFE,Point chosen
1,6,0,0.13304151565323244,0.46590401357165956,0.19631405088432546,135
2,7,0,0.13040285261447432,0.39425049591071043,0.19631405088432546,802
3,8,0,0.13040285261447432,0.39425049591071043,0.19631405088432546,210
4,9,0,0.11006868909768505,0.39311113699768363,0.19631405088432546,544
5,10,0,0.11006868909768505,0.39311113699768363,0.19631405088432546,742
6,11,0,0.11006868909768505,0.39311113699768363,0.19631405088432546,490
7,12,1,0.09172390758140421,0.3570637099747767,0.19631405088432546,584
8,13,1,0.09172390758140421,0.3570637099747767,0.19631405088432546,400
9,14,1,0.17500469536476868,0.3570637099747767,0.6746894220649554,623
10,15,1,0.17500469536476868,0.3570637099747767,0.6746894220649554,189
11,16,1,0.17500469536476868,0.3570637099747767,0.6746894220649554,751
12,17,1,0.17500469536476868,0.3570637099747767,0.6746894220649554,272
13,18,2,0.07862049221263219,0.3481566702174797,0.19631405088432546,667
14,19,2,0.114223453875067,0.3481566702174797,0.3634441855121107,449
15,20,2,0.2152569979894902,0.3481566702174797,1.0235253509048758,101
16,21,2,0.21597085878339,0.34331744514136747,1.0235253509048758,656
17,22,2,0.21597085878339,0.34331744514136747,1.0235253509048758,303
18,23,2,0.21382369688689123,0.34331744514136747,1.0235253509048758,564
19,24,2,0.21382369688689123,0.34331744514136747,1.0235253509048758,399
20,25,2,0.19736922009271726,0.3373962505130241,1.0235253509048758,636
21,26,2,0.18643722521423062,0.23553471170192666,1.0235253509048758,687
22,27,2,0.18643722521423062,0.23553471170192666,1.0235253509048758,83
23,28,2,0.18643722521423062,0.23553471170192666,1.0235253509048758,238
24,29,3,0.18044658312773526,0.23336656171153125,1.0235253509048758,803
25,30,3,0.18044658312773526,0.23336656171153125,1.0235253509048758,661
26,31,3,0.16420761617593196,0.19555067708162996,1.0235253509048758,97
27,32,3,0.16420761617593196,0.19555067708162996,1.0235253509048758,324
28,33,3,0.14088388857386222,0.19163693789568115,1.0235253509048758,437
29,34,3,0.13600233514202495,0.18763313888922964,1.0235253509048758,420
30,35,3,0.13600233514202495,0.18763313888922964,1.0235253509048758,343
31,36,3,0.13600233514202495,0.18763313888922964,1.0235253509048758,63
32,37,4,0.12554061705417688,0.13903992363804615,1.0235253509048758,520
33,38,4,0.12554061705417688,0.13903992363804615,1.0235253509048758,27
34,39,4,0.12554061705417688,0.13903992363804615,1.0235253509048758,703
35,40,4,0.12554061705417688,0.13903992363804615,1.0235253509048758,762
36,41,4,0.12554061705417688,0.13903992363804615,1.0235253509048758,730
37,42,4,0.11842666834138409,0.12501508939584466,1.0235253509048758,794
38,43,4,0.11842666834138409,0.12501508939584466,1.0235253509048758,753
39,44,4,0.11506153790411415,0.12501508939584466,1.0235253509048758,801
40,45,4,0.11915641980142823,0.1227037898339792,1.0235253509048758,640
41,46,4,0.11915641980142823,0.1227037898339792,1.0235253509048758,643
42,47,4,0.11915641980142823,0.1227037898339792,1.0235253509048758,368
43,48,4,0.11915641980142823,0.1227037898339792,1.0235253509048758,289
44,49,5,0.11214721863663833,0.12192283388926439,1.0235253509048758,151
45,50,5,0.10707826759050339,0.10970947095541947,1.0235253509048758,164
46,51,5,0.10707826759050339,0.10970947095541947,1.0235253509048758,170
47,52,5,0.10707826759050339,0.10970947095541947,1.0235253509048758,241
48,53,5,0.10563721704876744,0.10967113360109161,1.0235253509048758,416
49,54,5,0.10563721704876744,0.10967113360109161,1.0235253509048758,265
50,55,5,0.10563721704876744,0.10967113360109161,1.0235253509048758,211
51,56,5,0.10563721704876744,0.10967113360109161,1.0235253509048758,354
52,57,5,0.10563721704876744,0.10967113360109161,1.0235253509048758,430
53,58,5,0.10563721704876744,0.10967113360109161,1.0235253509048758,752
54,59,5,0.10563721704876744,0.10967113360109161,1.0235253509048758,717
55,60,5,0.10563721704876744,0.10967113360109161,1.0235253509048758,281
56,61,5,0.10662693734736339,0.10967113360109161,1.0235253509048758,772
57,62,5,0.10662693734736339,0.10967113360109161,1.0235253509048758,242
58,63,5,0.10662693734736339,0.10967113360109161,1.0235253509048758,404
59,64,5,0.10518215269157433,0.09864155829827202,1.0235253509048758,141
60,65,5,0.10518215269157433,0.09864155829827202,1.0235253509048758,396
61,66,5,0.10518215269157433,0.09864155829827202,1.0235253509048758,521
62,67,5,0.10518215269157433,0.09864155829827202,1.0235253509048758,750
63,68,5,0.10518215269157433,0.09864155829827202,1.0235253509048758,59
64,69,5,0.10518215269157433,0.09864155829827202,1.0235253509048758,385
65,70,5,0.10518215269157433,0.09864155829827202,1.0235253509048758,510
66,71,5,0.10518215269157433,0.09864155829827202,1.0235253509048758,103
67,72,5,0.10518215269157433,0.09864155829827202,1.0235253509048758,472
68,73,5,0.1066359965838323,0.09864155829827202,1.0235253509048758,804
69,74,6,0.10199964890627437,0.09326794352939458,1.0235253509048758,691
70,75,6,0.10199964890627437,0.09326794352939458,1.0235253509048758,559
71,76,6,0.10199964890627437,0.09326794352939458,1.0235253509048758,664
72,77,6,0.10199964890627437,0.09326794352939458,1.0235253509048758,705
73,78,6,0.10199964890627437,0.09326794352939458,1.0235253509048758,660
74,79,6,0.10199964890627437,0.09326794352939458,1.0235253509048758,130
75,80,6,0.10199964890627437,0.09326794352939458,1.0235253509048758,411
76,81,6,0.10199964890627437,0.09326794352939458,1.0235253509048758,40
77,82,6,0.10199964890627437,0.09326794352939458,1.0235253509048758,288
78,83,6,0.10199964890627437,0.09326794352939458,1.0235253509048758,765
79,84,6,0.09863080844552315,0.09174069541263973,1.0235253509048758,61
80,85,6,0.09863080844552315,0.09174069541263973,1.0235253509048758,622
81,86,6,0.09863080844552315,0.09174069541263973,1.0235253509048758,229
82,87,6,0.09863080844552315,0.09174069541263973,1.0235253509048758,526
83,88,6,0.10356452721690779,0.09119468658487315,1.0235253509048758,458
84,89,6,0.10356452721690779,0.09119468658487315,1.0235253509048758,440
85,90,6,0.10303078567440514,0.09119468658487315,1.0235253509048758,435
86,91,6,0.10303078567440514,0.09119468658487315,1.0235253509048758,134
87,92,6,0.10413144748919766,0.08884928840209741,1.0235253509048758,500
88,93,6,0.10413144748919766,0.08884928840209741,1.0235253509048758,20
89,94,6,0.10413144748919766,0.08884928840209741,1.0235253509048758,644
90,95,6,0.10413144748919766,0.08884928840209741,1.0235253509048758,774
91,96,6,0.10413144748919766,0.08884928840209741,1.0235253509048758,516
92,97,6,0.10413144748919766,0.08884928840209741,1.0235253509048758,253
93,98,6,0.10413144748919766,0.08884928840209741,1.0235253509048758,311
94,99,6,0.10413144748919766,0.08884928840209741,1.0235253509048758,18
95,100,6,0.10413144748919766,0.08884928840209741,1.0235253509048758,716
96,101,6,0.10413144748919766,0.08884928840209741,1.0235253509048758,122
97,102,6,0.10413144748919766,0.08884928840209741,1.0235253509048758,75
98,103,7,0.10012639181653621,0.08745910766382678,1.0235253509048758,780
99,104,7,0.09881494155194517,0.08667948105141399,1.0235253509048758,576
