Iteration,Number of data points,Number of pareto points queries,GD,IGD,MPFE,Point chosen
1,6,3,0.0,0.2888649366343659,0.0,581
2,7,3,0.057705603149149735,0.23966277010332473,0.23082241259659894,424
3,8,3,0.05398645841110037,0.19681543169493732,0.23082241259659894,508
4,9,3,0.1519265063469955,0.19681543169493732,0.6416267460264712,5
5,10,3,0.1519265063469955,0.19681543169493732,0.6416267460264712,176
6,11,3,0.2754719800385438,0.19681543169493732,1.0167448221878335,142
7,12,3,0.2754719800385438,0.19681543169493732,1.0167448221878335,763
8,13,4,0.24103798253372583,0.1915191322741712,1.0167448221878335,528
9,14,4,0.16344542200902729,0.17713655504258496,1.0167448221878335,163
10,15,4,0.16344542200902729,0.17713655504258496,1.0167448221878335,250
11,16,4,0.16344542200902729,0.17713655504258496,1.0167448221878335,108
12,17,4,0.1613482066216467,0.17267493774328785,1.0167448221878335,158
13,18,4,0.15773720308843825,0.15289921495902709,1.0167448221878335,724
14,19,4,0.15773720308843825,0.15289921495902709,1.0167448221878335,170
15,20,4,0.15773720308843825,0.15289921495902709,1.0167448221878335,478
16,21,4,0.15773720308843825,0.15289921495902709,1.0167448221878335,278
17,22,4,0.15773720308843825,0.15289921495902709,1.0167448221878335,754
18,23,5,0.15564857690554995,0.15223334243687497,1.0167448221878335,204
19,24,5,0.15564857690554995,0.15223334243687497,1.0167448221878335,603
20,25,5,0.15564857690554995,0.15223334243687497,1.0167448221878335,403
21,26,5,0.15564857690554995,0.15223334243687497,1.0167448221878335,483
22,27,5,0.15564857690554995,0.15223334243687497,1.0167448221878335,78
23,28,5,0.14555116926676745,0.15149181238802722,1.0167448221878335,770
24,29,5,0.05950623970105685,0.15041701429339915,0.23082241259659894,535
25,30,5,0.05950623970105685,0.15041701429339915,0.23082241259659894,441
26,31,5,0.05950623970105685,0.15041701429339915,0.23082241259659894,749
27,32,5,0.05950623970105685,0.15041701429339915,0.23082241259659894,486
28,33,5,0.05950623970105685,0.15041701429339915,0.23082241259659894,743
29,34,5,0.05950623970105685,0.15041701429339915,0.23082241259659894,251
30,35,5,0.05950623970105685,0.15041701429339915,0.23082241259659894,567
31,36,6,0.05595079611388385,0.1433949120357545,0.23082241259659894,787
32,37,6,0.05595079611388385,0.1433949120357545,0.23082241259659894,212
33,38,6,0.05595079611388385,0.1433949120357545,0.23082241259659894,759
34,39,6,0.05595079611388385,0.1433949120357545,0.23082241259659894,643
35,40,6,0.05595079611388385,0.1433949120357545,0.23082241259659894,165
36,41,6,0.05595079611388385,0.1433949120357545,0.23082241259659894,573
37,42,6,0.05595079611388385,0.1433949120357545,0.23082241259659894,729
38,43,6,0.05595079611388385,0.1433949120357545,0.23082241259659894,329
39,44,6,0.05595079611388385,0.1433949120357545,0.23082241259659894,710
40,45,6,0.05595079611388385,0.1433949120357545,0.23082241259659894,644
41,46,6,0.05595079611388385,0.1433949120357545,0.23082241259659894,197
42,47,6,0.05595079611388385,0.1433949120357545,0.23082241259659894,45
43,48,6,0.05595079611388385,0.1433949120357545,0.23082241259659894,132
44,49,6,0.05595079611388385,0.1433949120357545,0.23082241259659894,621
45,50,6,0.05595079611388385,0.1433949120357545,0.23082241259659894,407
46,51,7,0.034565010244055824,0.13885270371074682,0.23082241259659894,691
47,52,7,0.034565010244055824,0.13885270371074682,0.23082241259659894,98
48,53,7,0.034565010244055824,0.13885270371074682,0.23082241259659894,539
49,54,8,0.0314227365855053,0.13218171894913852,0.23082241259659894,509
50,55,8,0.030455711597210892,0.12784220893226067,0.23082241259659894,789
51,56,8,0.030455711597210892,0.12784220893226067,0.23082241259659894,704
52,57,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,801
53,58,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,411
54,59,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,293
55,60,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,3
56,61,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,214
57,62,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,721
58,63,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,619
59,64,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,637
60,65,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,523
61,66,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,195
62,67,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,140
63,68,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,741
64,69,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,143
65,70,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,559
66,71,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,755
67,72,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,13
68,73,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,669
69,74,8,0.03333986545760505,0.1186225820420652,0.23082241259659894,102
70,75,8,0.03825839350543629,0.11673106506457466,0.23082241259659894,433
71,76,8,0.03825839350543629,0.11673106506457466,0.23082241259659894,24
72,77,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,601
73,78,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,298
74,79,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,645
75,80,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,571
76,81,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,70
77,82,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,135
78,83,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,719
79,84,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,121
80,85,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,157
81,86,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,152
82,87,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,344
83,88,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,657
84,89,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,715
85,90,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,88
86,91,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,737
87,92,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,374
88,93,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,302
89,94,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,748
90,95,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,257
91,96,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,557
92,97,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,31
93,98,9,0.0357078339384072,0.10118722422816054,0.23082241259659894,553
94,99,10,0.03117785315291821,0.1008787658428325,0.23082241259659894,795
95,100,10,0.03117785315291821,0.1008787658428325,0.23082241259659894,17
96,101,10,0.03117785315291821,0.1008787658428325,0.23082241259659894,7
97,102,10,0.03117785315291821,0.1008787658428325,0.23082241259659894,358
98,103,10,0.03117785315291821,0.1008787658428325,0.23082241259659894,51
99,104,10,0.03117785315291821,0.1008787658428325,0.23082241259659894,177
