Number of ramps,mse,nlpd,Ramp chosen,Iteration
0,,,79,0.0
1,,,74,0.0
2,,,60,0.0
3,,,43,0.0
4,,,81,0.0
6,0.08103729006790217,-2.5702455961806936,38,1.0
7,0.06775935555350636,-3.156815149416709,2,2.0
8,0.07325071813271926,-2.946832089653707,77,3.0
9,0.060414422979166355,-3.448825803559669,54,4.0
10,0.062238043764251204,-3.118482609844688,20,5.0
11,0.06772132855532229,-2.8310707884378843,68,6.0
12,0.05329399488251866,-4.54706525507377,66,7.0
13,0.04134868790651975,-5.125780541037365,82,8.0
14,0.03940902119557148,-5.183476174222625,35,9.0
15,0.042895702278513,-5.285056970905801,52,10.0
16,0.03745747115896994,-5.195716934505842,0,11.0
17,0.038081064684377136,-5.204927907731978,40,12.0
18,0.039760017778573346,-5.332331861255253,53,13.0
19,0.03693145912522912,-5.525437076001678,65,14.0
20,0.03987696574422079,-5.288679818431798,55,15.0
21,0.03296323936409326,-5.493286385233243,45,16.0
22,0.033752059764373656,-5.719663161796854,71,17.0
23,0.0329438947256804,-5.809373226459735,9,18.0
24,0.03350948361034708,-5.786783358773471,85,19.0
25,0.03382548811527782,-5.820064210596507,5,20.0
26,0.02747767188523717,-5.929756706935709,1,21.0
27,0.028368622118811537,-6.029088414462814,10,22.0
28,0.027467943583020824,-5.579926473820203,76,23.0
29,0.028742907958664934,-5.695368764576255,47,24.0
30,0.02333847861086265,-5.856632771641621,6,25.0
31,0.02038035048372071,-6.313040595830878,29,26.0
32,0.014378778011592383,-6.614100903208595,13,27.0
33,0.020071086347097276,-6.527750457926004,49,28.0
34,0.008326471326405373,-6.946451857240423,31,29.0
35,0.007639150046805866,-6.897920250600284,14,30.0
36,0.006540424546505889,-6.875870297915541,50,31.0
37,0.008014827151297015,-7.142213074011171,30,32.0
38,0.006141105481468235,-7.203837919618621,24,33.0
39,0.007911448053327377,-7.298314444570472,46,34.0
40,0.02142818757707299,-6.8843855709075905,48,35.0
41,0.014953817965011034,-7.2391800351268945,42,36.0
42,0.020164683721891542,-7.037472393234391,37,37.0
43,0.007646592740966125,-7.219222794828596,19,38.0
44,0.008053058661989023,-7.346009639404095,7,39.0
45,0.01911460723525182,-7.354505258986164,8,40.0
46,0.019771376425512147,-7.33951217574124,44,41.0
47,0.019417811725940988,-7.364678651194055,73,42.0
48,0.018486841276386376,-7.461918456462079,28,43.0
49,0.013846864277234888,-7.700318102540411,33,44.0
50,0.006532272308165243,-7.782770079335423,3,45.0
51,0.017335502151993806,-7.806565667348486,59,46.0
52,0.014887612014187035,-7.906128883633783,86,47.0
53,0.007723917196970493,-8.074367155076274,64,48.0
54,0.013014739138882993,-8.119321796913392,80,49.0
55,0.008098434945340165,-8.234715724823928,51,50.0
56,0.012048272577046758,-8.191265903698813,62,51.0
57,0.010747065175170746,-8.321521344385935,58,52.0
58,0.010111577490243658,-8.392700560063046,56,53.0
59,0.007365236009944366,-8.467721717589031,12,54.0
60,0.00969302236220555,-8.468057244820624,34,55.0
61,0.009895785112656855,-8.568808850290994,4,56.0
62,0.01016316595607276,-8.643500270402878,36,57.0
63,0.010357999045297236,-8.743069374148707,15,58.0
64,0.007016876440767705,-8.839371308463297,17,59.0
65,0.005342596399197675,-8.383036600225953,75,60.0
66,0.008313178806605976,-8.728378666145538,27,61.0
67,0.005508748986544698,-8.962345854987332,41,62.0
68,0.00718970282561124,-8.61083861265992,11,63.0
69,0.007062309761811545,-8.398981487467708,18,64.0
70,0.0070884629755487,-8.43583510180947,21,65.0
71,0.005590634702078498,-8.754497086072424,63,66.0
72,0.006695559635586179,-8.593613165733174,57,67.0
73,0.006535873140047096,-8.512690695170976,69,68.0
74,0.005566038728420313,-8.891627382134804,78,69.0
75,0.0050873372530199894,-8.747979707667486,70,70.0
76,0.005201581401723777,-8.755968140186061,39,71.0
77,0.004956110194949227,-8.65252040668536,61,72.0
78,0.004999145655182551,-9.050492899408974,72,73.0
79,0.004642339317828848,-9.01942589125433,67,74.0
80,0.004530237823839227,-9.062217308501612,16,75.0
81,0.0043802411479000785,-8.98782900696238,25,76.0
82,0.0038278656057522233,-9.266235481113105,23,77.0
83,0.001951913068163083,-9.038363165329466,32,78.0
84,0.000884782780874639,-9.184832595376692,84,79.0
85,0.0005471226613677795,-9.505206165304175,83,80.0
86,0.0004831406296752115,-9.310896065480947,26,81.0
87,0.0003855005801562774,-9.584632272472248,22,82.0
