Number of ramps,mse,nlpd,Ramp chosen,Iteration
0,,,15,0.0
1,,,67,0.0
2,,,7,0.0
3,,,20,0.0
4,,,86,0.0
6,0.05691188610653628,-3.6108728823840797,36,1.0
7,0.05303202305309375,-3.8924530060474654,77,2.0
8,0.05078303840950407,-4.002202408328187,76,3.0
9,0.036899573635668564,-4.744461616196635,81,4.0
10,0.04765207390276153,-4.470308436050037,48,5.0
11,0.02589166850721675,-5.255668316168682,71,6.0
12,0.03278505763968225,-5.171404919350016,49,7.0
13,0.02560046613778999,-5.365635633164698,59,8.0
14,0.027881611819120456,-5.4259422316478165,23,9.0
15,0.03667753522093218,-5.322274218780925,8,10.0
16,0.03724312451378448,-5.4433701327040325,27,11.0
17,0.0367454047140437,-5.510183812984601,33,12.0
18,0.029885426325017124,-5.899773603457402,80,13.0
19,0.03797759694707159,-5.676090597501179,35,14.0
20,0.018446581347534016,-6.060042971827194,21,15.0
21,0.041541867228479024,-5.687329186060869,44,16.0
22,0.04786211132128235,-4.750476513346549,30,17.0
23,0.028543477791326353,-6.211735153417491,42,18.0
24,0.029548549537268397,-6.2330198721567065,32,19.0
25,0.015565901708718247,-4.494078304408513,60,20.0
26,0.013041413018376928,-5.246925671437235,16,21.0
27,0.01925570825253773,-6.502413580885273,84,22.0
28,0.022156705430724677,-6.7239542862505255,53,23.0
29,0.01381499892049145,-6.208817058562301,52,24.0
30,0.016015187788480167,-6.206088383373581,85,25.0
31,0.020571173475615576,-6.53662500096721,70,26.0
32,0.020521989746921817,-6.696257296738019,47,27.0
33,0.020177679787733445,-6.735613826184799,5,28.0
34,0.019857429703287008,-6.9224401333838355,83,29.0
35,0.014805300496237137,-6.540035940168667,31,30.0
36,0.01882253602108882,-7.044758092263834,0,31.0
37,0.015353633398125567,-7.2268417770069115,74,32.0
38,0.013119610543586084,-7.221424036332849,66,33.0
39,0.0116130208260301,-7.532964661485896,72,34.0
40,0.011612849381585766,-7.588093528851687,65,35.0
41,0.01104833258041504,-7.610515412312317,13,36.0
42,0.01069128327657475,-7.554645001128547,29,37.0
43,0.012668199053600945,-7.6473978322361695,43,38.0
44,0.01619279701338134,-7.7543879178249,62,39.0
45,0.012777226898972368,-7.8175603108587834,19,40.0
46,0.011881763225608202,-7.9802798332088365,25,41.0
47,0.011611770949253836,-8.216813062283359,58,42.0
48,0.011702727491953046,-8.217816079233414,73,43.0
49,0.01085602181345193,-8.398013776661042,1,44.0
50,0.01132508785588298,-8.469471271669322,2,45.0
51,0.009346597157652068,-8.4541469017993,12,46.0
52,0.009966929814838536,-8.685991405885474,39,47.0
53,0.007099508721273096,-8.523930819348852,54,48.0
54,0.005006675696165228,-8.618024424239824,79,49.0
55,0.007765854849894875,-8.444239994888333,69,50.0
56,0.0069543334605926925,-8.53728003414024,55,51.0
57,0.007445245596732772,-8.704935116173308,34,52.0
58,0.008008668805954048,-8.769589300913454,4,53.0
59,0.00843750436949952,-8.719449481462078,56,54.0
60,0.008242269598842144,-8.808359627373662,11,55.0
61,0.006787679049837308,-9.158363013683822,50,56.0
62,0.007350781251752162,-9.040956468570576,61,57.0
63,0.007373773818014643,-9.081333645304793,18,58.0
64,0.007089808116825388,-9.112915312576028,3,59.0
65,0.007035284251925424,-9.266810119597183,14,60.0
66,0.006618868404601205,-9.374185415959275,24,61.0
67,0.006431437987488009,-9.442957040366958,68,62.0
68,0.005735191730597012,-9.534079601304898,51,63.0
69,0.0055374367815211965,-9.58096617322559,41,64.0
70,0.004279426436214,-9.426904530882364,40,65.0
71,0.005227351814135915,-9.682372022008593,6,66.0
72,0.004775789354806594,-9.792085510612834,45,67.0
73,0.004143432244625622,-9.896852027620437,75,68.0
74,0.0042153059838563765,-9.798186367191725,37,69.0
75,0.003839084118024064,-9.859137974073079,9,70.0
76,0.0038044150807693224,-9.857765984956906,78,71.0
77,0.0031346275594921823,-9.804776475711899,22,72.0
78,0.0029801427574991904,-9.946887843855,17,73.0
79,0.002422382069006365,-9.358246870422912,38,74.0
80,0.0022084908398022117,-9.805300232018814,10,75.0
81,0.001701036116591468,-9.334481096326908,28,76.0
82,0.0012549537135110255,-9.469444966680975,82,77.0
83,0.0012027950045478794,-9.449642054230775,63,78.0
84,0.0006763648080030525,-9.668118465373809,46,79.0
85,0.0005861021113086391,-9.657811640878032,26,80.0
86,0.0004421788824710208,-9.684061791727213,64,81.0
87,0.00030781182454147173,-9.692672937794024,57,82.0
