Number of ramps,mse,nlpd,Ramp chosen,Iteration
0,,,17,0.0
1,,,80,0.0
2,,,64,0.0
3,,,22,0.0
4,,,68,0.0
6,0.08726502251053957,-2.8053053469950684,49,1.0
7,0.08081335529361898,-3.0864493171345218,38,2.0
8,0.07925519050307275,-3.1738581096933935,56,3.0
9,0.07982467444391451,-3.2387794908379157,71,4.0
10,0.06886644179462739,-3.6749482727416245,1,5.0
11,0.05923127646964957,-4.101244826668471,44,6.0
12,0.052533453166235464,-4.313806749606781,30,7.0
13,0.05487296567070557,-4.399466676946595,45,8.0
14,0.040178644134678004,-5.316820191609463,37,9.0
15,0.033434951986633286,-5.71115985336308,70,10.0
16,0.029892871074576062,-5.601681729542852,41,11.0
17,0.024077556434282825,-6.05276829748316,12,12.0
18,0.029913883170393164,-5.696347880809991,47,13.0
19,0.03173120285422395,-5.626287547707496,48,14.0
20,0.03336926845500829,-5.769721578252018,86,15.0
21,0.0272315525620989,-5.98791416440353,10,16.0
22,0.028140761980031466,-5.588937677413235,3,17.0
23,0.028198442492634434,-5.727247913363109,42,18.0
24,0.027383749915333155,-5.827392834624088,53,19.0
25,0.024907229128594787,-6.614085714863362,14,20.0
26,0.022226875365460218,-6.773937619140809,52,21.0
27,0.019493759186546163,-6.677506444834425,78,22.0
28,0.01420917711186835,-5.928739539481702,39,23.0
29,0.011898508384833813,-5.597988310000908,66,24.0
30,0.015828166195363633,-5.87708157108828,60,25.0
31,0.016976607821630105,-6.078359894572529,11,26.0
32,0.01653268524893398,-6.204326498713957,63,27.0
33,0.01653472974581766,-6.17121301432882,29,28.0
34,0.01896829925847956,-6.126487752162135,5,29.0
35,0.019236437509966547,-6.286857888128672,32,30.0
36,0.01782561855378257,-6.585436346668402,58,31.0
37,0.013281781494770793,-6.570419425013133,8,32.0
38,0.012076129666839993,-6.622263074627184,59,33.0
39,0.016366386346301123,-6.876894332581705,36,34.0
40,0.01648213622164599,-6.904925154758747,62,35.0
41,0.016802501782590334,-6.981164864260575,76,36.0
42,0.02113828725262688,-6.763317343732848,50,37.0
43,0.021028171274369144,-6.799225272671114,25,38.0
44,0.017049733504622036,-6.9472813251540835,67,39.0
45,0.013408193281020228,-7.12053380243549,23,40.0
46,0.014096452808068495,-7.120275025462736,77,41.0
47,0.012890590683950215,-7.3136343256224245,57,42.0
48,0.013625625986510815,-7.146855818679943,7,43.0
49,0.015262282341644649,-7.4238431079886364,0,44.0
50,0.012395841721568048,-7.29434644442085,33,45.0
51,0.011521993463320687,-7.639207416515053,28,46.0
52,0.013206893274732134,-7.526512874912534,43,47.0
53,0.011222304589686075,-7.377102987433856,73,48.0
54,0.011083961725323744,-7.6247987409951685,72,49.0
55,0.00972051748170269,-7.86490523648996,61,50.0
56,0.010418072188941134,-7.790869623170191,9,51.0
57,0.01076737865612117,-7.816446635254245,81,52.0
58,0.010114781779595291,-8.023716288680019,84,53.0
59,0.009209295606961801,-8.071123872367483,55,54.0
60,0.009021728082156483,-8.117712871637702,75,55.0
61,0.009090847446699529,-7.3116019828890115,15,56.0
62,0.009048534740703886,-8.34197044268778,85,57.0
63,0.00838296025223207,-8.547918339753979,82,58.0
64,0.00863527089534825,-7.99116753617854,79,59.0
65,0.008103336547489848,-7.9789139511312035,46,60.0
66,0.007876396825738884,-8.14297889821339,31,61.0
67,0.007834478278433992,-8.398796971491256,27,62.0
68,0.006852745888145561,-8.254689349264995,34,63.0
69,0.007107103356918177,-7.837864455022748,16,64.0
70,0.006535960437086523,-8.308265877703924,35,65.0
71,0.006630644535596598,-8.211685540419621,74,66.0
72,0.006430052820815129,-7.708871446553068,54,67.0
73,0.006382812811009098,-8.06746461939523,13,68.0
74,0.006276555659974946,-8.071273154469734,18,69.0
75,0.004925828389357467,-8.265926521996052,2,70.0
76,0.0049017354384123515,-8.15044315425748,4,71.0
77,0.004742727098667984,-8.11808850521361,19,72.0
78,0.0027935642452497546,-8.32820525242175,6,73.0
79,0.002229966360932321,-8.493783627120198,20,74.0
80,0.0014911234555963961,-8.608880887068636,51,75.0
81,0.0012696030121052205,-8.654344839837954,83,76.0
82,0.0009004940030199089,-8.506571473120317,40,77.0
83,0.0011075882047095816,-8.549079550229182,24,78.0
84,0.0006961920938294073,-8.970912679187288,26,79.0
85,0.0008904388634008024,-8.723245512501448,21,80.0
86,0.0006713954357718809,-8.759956105203813,69,81.0
87,0.00042434354284493517,-8.768551051375912,65,82.0
