Number of ramps,mse,nlpd,Ramp chosen,Iteration
0,,,22,0.0
1,,,39,0.0
2,,,23,0.0
3,,,77,0.0
4,,,74,0.0
6,0.08954979112996772,-1.9371788873023694,31,1.0
7,0.08746507228390545,-2.206636865602976,6,2.0
8,0.10026864093094408,-1.7751713431875868,30,3.0
9,0.10239898015431508,-1.3452695217260884,85,4.0
10,0.08459509459578285,-3.343653396398913,35,5.0
11,0.07028267848264254,-3.931565318110612,16,6.0
12,0.07286839473233801,-3.915544620135173,76,7.0
13,0.0730301211357492,-3.9467468465805355,2,8.0
14,0.06370412333122781,-4.2857443696707715,45,9.0
15,0.048207220729823766,-4.7355445957337565,66,10.0
16,0.054806106255109156,-4.930944544239929,55,11.0
17,0.05824347499723043,-4.901814839183631,44,12.0
18,0.04802972861610642,-5.192061516988576,70,13.0
19,0.03329087894192591,-5.6608638765116615,4,14.0
20,0.04039537233232987,-5.636622483492969,8,15.0
21,0.02967508358715093,-5.9331221310571305,83,16.0
22,0.028194152711168693,-5.951894848802647,59,17.0
23,0.02980684169448263,-6.029365647601926,36,18.0
24,0.03079956976407429,-6.053948957085041,37,19.0
25,0.037139211609130446,-5.935758352174434,14,20.0
26,0.029924809743373828,-6.474798775559769,21,21.0
27,0.03290977726976067,-6.181613321791214,65,22.0
28,0.03686903691339239,-6.135579342207793,18,23.0
29,0.03249851994097679,-6.271727054557374,84,24.0
30,0.028428753298175288,-6.464858369237062,61,25.0
31,0.021104848173893066,-6.613905051188788,75,26.0
32,0.024343467329300903,-6.555616147630664,86,27.0
33,0.02190303914701076,-6.730486906743216,42,28.0
34,0.021065115842026666,-6.8072366021428765,51,29.0
35,0.019869004461562447,-6.816775831391285,32,30.0
36,0.018536622062314646,-7.07426520482063,20,31.0
37,0.0185011052776748,-7.301393071557993,57,32.0
38,0.022078392003838206,-7.141749495256549,15,33.0
39,0.01577568077325506,-7.480002943899635,0,34.0
40,0.016176183494281675,-7.379061522337234,40,35.0
41,0.016113563464079717,-7.436392648431472,79,36.0
42,0.016006036743284893,-7.591386375758153,43,37.0
43,0.014245525050709576,-7.819558758550947,67,38.0
44,0.018042654919844567,-7.7001105247242965,48,39.0
45,0.01635577659695833,-7.891495548473758,58,40.0
46,0.015735645355825313,-7.990999633007744,25,41.0
47,0.01305643866677524,-8.078141550033761,26,42.0
48,0.012736470387923686,-8.13485749709359,24,43.0
49,0.01184266285985685,-8.236985790893637,54,44.0
50,0.012944649568071065,-8.212295948889924,29,45.0
51,0.012609231354549544,-8.259397141308247,5,46.0
52,0.013794301382578837,-8.15468152704593,47,47.0
53,0.013824390874502343,-8.186572525304154,80,48.0
54,0.013179279423125826,-8.184327007412667,19,49.0
55,0.01145208649700299,-8.547662048668197,71,50.0
56,0.011466586164742285,-8.485857468886858,64,51.0
57,0.010963310224468809,-8.603109217818096,27,52.0
58,0.010403612868726606,-8.70633325517533,7,53.0
59,0.010228895323065782,-8.899392023335306,13,54.0
60,0.009889034348226732,-8.8675034115203,41,55.0
61,0.008994406732233314,-8.983677915008537,1,56.0
62,0.008883009736592192,-9.062633228181319,9,57.0
63,0.009170255463251986,-8.794653427327479,63,58.0
64,0.008739757576851737,-8.808927155730142,82,59.0
65,0.008347601847246141,-8.904545620272277,52,60.0
66,0.00876700993281595,-8.761045819200099,81,61.0
67,0.008473686055915062,-8.813902001562592,38,62.0
68,0.008300344308192608,-8.909545261486786,53,63.0
69,0.008376617462636795,-8.551645920709266,49,64.0
70,0.0075865220524893055,-9.502276389653236,68,65.0
71,0.008504507709072223,-8.253729133970086,69,66.0
72,0.007215706402771074,-8.943782385823107,3,67.0
73,0.0067508112755771,-9.27639329973153,17,68.0
74,0.00601994211730853,-9.054533685437779,33,69.0
75,0.005091556293970036,-8.309570157229352,62,70.0
76,0.004555371623858576,-8.570652159260673,78,71.0
77,0.004666331570963909,-8.252379386681703,28,72.0
78,0.004196186421329844,-8.30041573573096,60,73.0
79,0.0039257141362335005,-8.193419780743746,56,74.0
80,0.003964516399178332,-8.38315859701161,12,75.0
81,0.002259138887775693,-9.829674623233165,46,76.0
82,0.002605120269183554,-8.584278974626578,34,77.0
83,0.0024488339163062133,-8.672001047865013,73,78.0
84,0.002000689098330739,-8.727646381551027,10,79.0
85,0.0011438680622747983,-8.656155392327298,50,80.0
86,0.0007589194236501961,-8.71631753630518,11,81.0
87,0.0007262596393922782,-8.781628650752197,72,82.0
