Number of ramps,mse,nlpd,Ramp chosen,Iteration
0,,,39,0.0
1,,,61,0.0
2,,,70,0.0
3,,,13,0.0
4,,,9,0.0
6,0.0616075027098858,-3.4055756386515306,20,1.0
7,0.0640592821428174,-3.2410447545734873,22,2.0
8,0.05541552434524972,-3.926967205839686,48,3.0
9,0.05429269657602475,-4.099796252504597,44,4.0
10,0.05233613980491105,-4.192788986844185,57,5.0
11,0.04961082632147359,-4.252098704334824,66,6.0
12,0.04882868756199635,-4.403496043916347,76,7.0
13,0.04952281361294305,-4.492609549262453,30,8.0
14,0.051131295444631325,-4.601331263796251,6,9.0
15,0.052911465797945485,-4.614449748709051,2,10.0
16,0.04954045102419412,-4.760349470755726,35,11.0
17,0.04411803541973254,-4.892117832462473,53,12.0
18,0.0422014458356958,-5.009573593466526,25,13.0
19,0.036762395150562434,-5.279631180947279,15,14.0
20,0.0341565308117648,-5.321089690103044,72,15.0
21,0.027026142107015226,-5.592252088251374,11,16.0
22,0.026272476818064043,-5.641384692059284,27,17.0
23,0.023222919175992864,-5.81816893748322,37,18.0
24,0.018533743923438525,-6.085068166117303,46,19.0
25,0.011990093331313926,-6.499794541903523,82,20.0
26,0.014051281662769676,-6.439125658685953,55,21.0
27,0.02164311830927043,-6.329873229687092,64,22.0
28,0.022119155886898022,-6.443383510066119,4,23.0
29,0.021519910454871508,-6.548201197391552,74,24.0
30,0.02018568121822529,-6.689487866215724,1,25.0
31,0.01906805751622974,-6.857190205364613,52,26.0
32,0.01841830705437816,-6.7217016810161985,43,27.0
33,0.01935744740974539,-6.82090313110925,34,28.0
34,0.012164104758899986,-7.166910249993843,85,29.0
35,0.011702939871418612,-7.21422928127853,81,30.0
36,0.01134075576730909,-7.248777781621717,19,31.0
37,0.011324984190988246,-7.6268306113009405,40,32.0
38,0.00836671805439676,-7.48047529404414,84,33.0
39,0.01650056826553075,-7.313253286075213,49,34.0
40,0.013835489225050965,-7.60406756224945,67,35.0
41,0.01517951803642679,-7.55165592246952,31,36.0
42,0.014867878943190214,-7.604787021401483,58,37.0
43,0.012734271187538226,-7.785883067115963,7,38.0
44,0.011050084050457184,-7.936843510787855,77,39.0
45,0.012567392038415405,-7.78852955462981,28,40.0
46,0.010738526232830555,-7.9445261418220685,17,41.0
47,0.010060602612320786,-7.570951179844638,80,42.0
48,0.01022435094028071,-7.5385106884395165,62,43.0
49,0.009691914245571242,-7.6721004255693215,12,44.0
50,0.009444267902681594,-7.782515716163401,21,45.0
51,0.009284994563675878,-7.827395727916111,71,46.0
52,0.009101739918227634,-7.878842025845952,24,47.0
53,0.00889477117395992,-7.935597695900619,63,48.0
54,0.008803641383623408,-7.970977054936205,75,49.0
55,0.008711746075237526,-8.020975758095194,68,50.0
56,0.0079854985554056,-8.137921417498633,41,51.0
57,0.007336958748339294,-8.00965043031793,50,52.0
58,0.007155066491118541,-7.867521011575281,32,53.0
59,0.005979018158490027,-8.002959410050675,56,54.0
60,0.0059151104271246676,-8.084317063856783,5,55.0
61,0.005762272802681504,-8.161309252427525,0,56.0
62,0.005532123482617923,-8.207662190385069,36,57.0
63,0.005396019756129501,-8.332498124026374,42,58.0
64,0.006349619054251541,-7.7040191152185615,54,59.0
65,0.005738560404715243,-8.025622559212684,14,60.0
66,0.0062264833670853965,-7.700613036527723,83,61.0
67,0.0049902650457613815,-8.68932182709524,69,62.0
68,0.0058976135790900905,-7.740847403279597,23,63.0
69,0.00562490395311601,-7.842362007921352,8,64.0
70,0.003929544780050888,-9.186712167912349,3,65.0
71,0.003840757533633548,-9.190347704535888,10,66.0
72,0.0037202953599417086,-7.46094197016085,16,67.0
73,0.0038514068638276734,-8.055172796458066,18,68.0
74,0.00368307406085818,-8.094010244484805,26,69.0
75,0.003644034633751386,-8.129973610806339,59,70.0
76,0.0027774562005953947,-8.223699305435588,29,71.0
77,0.0027566530290759864,-8.25398421948269,33,72.0
78,0.0023846777873183845,-8.274157735053866,78,73.0
79,0.001691065402302598,-8.101940101907916,38,74.0
80,0.0011825830037074615,-8.368356922020757,45,75.0
81,0.0013393968916069626,-8.490532537477277,47,76.0
82,0.001177423964080563,-8.480381822377234,51,77.0
83,0.0009593833338609837,-8.625126492095182,60,78.0
84,0.0007633283053362179,-8.626383414124941,65,79.0
85,0.0006118667698104068,-8.74378024982648,73,80.0
86,0.0005941309318489999,-8.777041977844542,79,81.0
87,0.00037524835266237896,-8.834117474096297,86,82.0
