Number of ramps,mse,nlpd,Ramp chosen,Iteration
0,,,56,0.0
1,,,82,0.0
2,,,17,0.0
3,,,30,0.0
4,,,64,0.0
6,0.08360414575368458,-3.1380792126363866,20,1.0
7,0.0596372955320749,-3.8453516312139153,22,2.0
8,0.06319615954349365,-3.808020997325611,85,3.0
9,0.056622376686909774,-3.9883860062772927,80,4.0
10,0.014018615903305956,-3.9353765252686,12,5.0
11,0.03355260396048225,-4.8417806300085315,3,6.0
12,0.025709993291759204,-5.152302095711945,76,7.0
13,0.04010728109848734,-4.981459244491955,72,8.0
14,0.025696831800056566,-5.293680095791881,27,9.0
15,0.04119219300362613,-5.028237696213038,39,10.0
16,0.03869330672479495,-5.003770753476,48,11.0
17,0.03747534908484673,-5.187446761723888,6,12.0
18,0.037016242626585004,-5.255238923216574,43,13.0
19,0.036178925178361784,-5.48295748340665,34,14.0
20,0.03378200923596366,-5.6626617721934736,52,15.0
21,0.03347931030474462,-5.487433631211027,66,16.0
22,0.03064094262538893,-5.657940665907794,15,17.0
23,0.025827823224771267,-5.909090292133612,58,18.0
24,0.018261912856458184,-5.984922517069154,46,19.0
25,0.020611066740555163,-5.974599085729231,61,20.0
26,0.022435761448704152,-6.257226457614741,36,21.0
27,0.010885274865399246,-6.664665555472798,1,22.0
28,0.014624434075376648,-6.678403992206097,54,23.0
29,0.01947094404141272,-6.8024179837162615,25,24.0
30,0.019225843665663107,-6.900270466116477,70,25.0
31,0.009210048612972843,-7.252656700491059,74,26.0
32,0.01734925680274088,-7.177544620343594,10,27.0
33,0.012787597622329427,-6.843666617385617,40,28.0
34,0.013720058535735208,-6.94054122355982,19,29.0
35,0.01258921824449628,-7.122359026767423,49,30.0
36,0.01225042595789285,-7.331694952587688,5,31.0
37,0.015947835427727344,-7.027442356698744,44,32.0
38,0.010826518774707047,-7.5143730865772165,29,33.0
39,0.011689207377640743,-7.4629591809703095,67,34.0
40,0.00885413050715781,-7.669027801746739,84,35.0
41,0.011961658539007268,-7.2684751937921215,77,36.0
42,0.008283829563509554,-7.589876170832917,81,37.0
43,0.01246077845418637,-7.345337524837506,37,38.0
44,0.00852618760595407,-7.881639972137799,57,39.0
45,0.010455687356327334,-7.610721658279742,31,40.0
46,0.008003484377783504,-7.774053856816652,7,41.0
47,0.009283730036824988,-7.641717642199743,14,42.0
48,0.008187256899265376,-7.692353763644796,62,43.0
49,0.007317952723530285,-7.83531342596005,21,44.0
50,0.006905127370386219,-7.868239393370851,71,45.0
51,0.008137333076405014,-7.8284408908224785,33,46.0
52,0.005897383914516643,-8.086275337513845,63,47.0
53,0.005591835037232813,-8.131727824096384,53,48.0
54,0.004978170143339202,-8.227979434759353,2,49.0
55,0.004598256871577066,-8.28021203894764,26,50.0
56,0.004371585915283265,-8.360627811179187,75,51.0
57,0.003256941475778271,-8.233341937346752,69,52.0
58,0.005242807906769394,-8.320078280878718,65,53.0
59,0.0027318450919602624,-8.445663470735921,83,54.0
60,0.004715131781516197,-8.393852467482752,38,55.0
61,0.0055204509075223954,-8.356588509414065,50,56.0
62,0.005357400830311478,-8.537243879983736,45,57.0
63,0.007483690465006465,-8.392328058001523,11,58.0
64,0.007079838502597323,-8.470669849195808,4,59.0
65,0.008462375085484803,-8.424911768631866,28,60.0
66,0.00783996067443846,-8.991866760088872,55,61.0
67,0.007762611106156692,-9.094979023879883,13,62.0
68,0.008037955209091055,-8.90627268979834,32,63.0
69,0.005503424124623899,-8.869865950578319,41,64.0
70,0.005137589360559721,-9.056898620753895,59,65.0
71,0.0041431802361274125,-8.517831141024637,23,66.0
72,0.004114145130431702,-8.857716142038766,8,67.0
73,0.003799587835473575,-7.846888974166352,0,68.0
74,0.0037438281298839975,-8.01671858473993,68,69.0
75,0.002869515945508735,-8.11662819017105,9,70.0
76,0.002661039601607734,-8.195182835498173,16,71.0
77,0.002553043955289768,-8.173613225083074,18,72.0
78,0.0023101446519289168,-8.135881892505846,24,73.0
79,0.00211999346580877,-8.157062008531277,35,74.0
80,0.00203834821947375,-8.324334114465097,42,75.0
81,0.0018550907493461461,-8.365140655497093,47,76.0
82,0.0016879099219060231,-8.309788242671447,51,77.0
83,0.001476431752512704,-8.341531996382578,78,78.0
84,0.0008061250817917753,-8.611807807965498,60,79.0
85,0.0006113247610706337,-8.708471276091114,73,80.0
86,0.0005915966258414255,-8.697037439342642,79,81.0
87,0.00037483747762503375,-8.808807488553589,86,82.0
