Number of ramps,mse,nlpd,Ramp chosen,Iteration
0,,,58,0.0
1,,,26,0.0
2,,,85,0.0
3,,,18,0.0
4,,,0,0.0
6,0.0788251169514767,-2.3639117130760403,20,1.0
7,0.0899191083123829,-1.3088868111916803,81,2.0
8,0.09408253727612623,-0.4340262912457644,22,3.0
9,0.06824940649388163,-3.6361652134863687,83,4.0
10,0.027883896829939775,-3.8009316972595397,63,5.0
11,0.06256768197686498,-4.073970029908795,15,6.0
12,0.041064809427092834,-4.495017585301725,12,7.0
13,0.024918888695511142,-4.07921557918034,73,8.0
14,0.036549979838020406,-4.869779680130064,6,9.0
15,0.022768753671720366,-5.352453259673968,30,10.0
16,0.026212441861386427,-5.3819598478275115,76,11.0
17,0.014424387684390302,-5.608221037557381,27,12.0
18,0.009225396331583625,-5.327728070913579,82,13.0
19,0.01786126389467502,-5.259689942095011,70,14.0
20,0.017706541720787332,-4.766811359871751,66,15.0
21,0.022292156292921625,-5.49369045602029,54,16.0
22,0.02187084182981329,-6.123659578754808,39,17.0
23,0.014374965356612802,-6.2357128106711635,36,18.0
24,0.011245919263121618,-6.43612657196516,48,19.0
25,0.011154104562281308,-6.415881060115735,43,20.0
26,0.007564079000611137,-6.6894369981150685,3,21.0
27,0.00675165498718774,-6.9645221163122955,57,22.0
28,0.007848680775490145,-6.8709609644402985,46,23.0
29,0.007095879737563465,-6.875437668276388,34,24.0
30,0.006256304352390939,-7.131910768618795,10,25.0
31,0.00675803854810334,-6.859256329696857,52,26.0
32,0.008150394775596344,-6.512342831929736,61,27.0
33,0.007072086866701987,-6.638719214803908,38,28.0
34,0.0069346506438540826,-7.004361754911811,49,29.0
35,0.00368925655137679,-7.212738363285557,84,30.0
36,0.0037979939912513453,-7.288224299506553,74,31.0
37,0.0064872206236327055,-7.246855679595411,5,32.0
38,0.004036788875574904,-7.543837639518808,28,33.0
39,0.005360679722989374,-7.62369370434125,65,34.0
40,0.004951931210901296,-7.776156900406495,17,35.0
41,0.004745056751853358,-7.712932639573392,71,36.0
42,0.005344395035797194,-7.7105812118898065,44,37.0
43,0.0032200806797366317,-7.703104660707178,55,38.0
44,0.005148653549068612,-7.828692357100357,77,39.0
45,0.005105971680158501,-7.90685407747959,31,40.0
46,0.004266305053490437,-8.07180281820459,1,41.0
47,0.0034881626889609703,-8.156561931531165,40,42.0
48,0.004819592323125445,-8.231751570453072,67,43.0
49,0.004469168234164884,-8.345625802276023,8,44.0
50,0.003960733629947728,-8.452426175047437,13,45.0
51,0.0038346660154296,-8.570184895316771,25,46.0
52,0.005026289462587329,-8.106030762437841,21,47.0
53,0.004666925280443739,-8.300625454766157,80,48.0
54,0.006096584662973354,-8.036796677089233,35,49.0
55,0.004066847852792706,-8.32401589308122,62,50.0
56,0.003994808733007087,-8.451779260399526,51,51.0
57,0.0027701946522828784,-8.651164191327059,32,52.0
58,0.0035740793562097665,-8.61727772258882,75,53.0
59,0.0052778575828995155,-8.361436806649394,4,54.0
60,0.004916564466983698,-8.44953267538989,47,55.0
61,0.0046885668837233566,-8.4919156106594,59,56.0
62,0.0043203486703103176,-8.57229003131474,42,57.0
63,0.003850756124671473,-8.681422994393454,69,58.0
64,0.0031288347275267876,-8.751836476290592,64,59.0
65,0.0046726122289775796,-8.661779316841924,14,60.0
66,0.0025416845521435225,-8.973523875595845,37,61.0
67,0.00432280149682843,-8.86585455138436,11,62.0
68,0.002559163201975678,-9.049914667893923,24,63.0
69,0.002359816987183321,-9.048911845535342,23,64.0
70,0.0022636484824409605,-9.335171186424466,56,65.0
71,0.0037904576856320326,-9.20186820656486,41,66.0
72,0.0034879323899140433,-8.893067128412707,2,67.0
73,0.00326019253254644,-8.951081265556285,19,68.0
74,0.0031095425444729475,-9.00720907567178,45,69.0
75,0.003158902856928012,-9.183784357526779,72,70.0
76,0.0028840940502705263,-9.177931451389533,7,71.0
77,0.0027208778885721282,-9.289688579802057,9,72.0
78,0.0026049689608606185,-9.283869615639249,16,73.0
79,0.002515672296904077,-9.33895394071689,29,74.0
80,0.002413840604850953,-9.317157553382666,78,75.0
81,0.0019079186774601307,-9.501478730876942,33,76.0
82,0.0016257379137330186,-9.630077145345703,50,77.0
83,0.0012584792073086933,-9.449709668215231,53,78.0
84,0.0010341390734948256,-9.649575103247546,68,79.0
85,0.0005829808917004755,-9.724673324961405,60,80.0
86,0.0003595507154929936,-9.927191518362159,79,81.0
87,0.0002470661419742513,-9.69812262842353,86,82.0
