Number of ramps,mse,nlpd,Ramp chosen,Iteration
0,,,39,0.0
1,,,61,0.0
2,,,70,0.0
3,,,13,0.0
4,,,9,0.0
6,0.06270962942186908,-3.5910469599010395,20,1.0
7,0.06547249006656308,-3.480077045275797,22,2.0
8,0.0569279541987031,-4.0923808811286255,53,3.0
9,0.05692800229583341,-4.185037381664016,58,4.0
10,0.05381787069127979,-4.292584057610043,76,5.0
11,0.05285557585049698,-4.293434619308722,2,6.0
12,0.05180672566340265,-4.362770395213819,72,7.0
13,0.036572236403033316,-5.177033378350656,43,8.0
14,0.0173810967565745,-5.768478734475616,15,9.0
15,0.016610121547204017,-5.485462169556089,82,10.0
16,0.020013279590167597,-5.661158613048798,83,11.0
17,0.030568549540006294,-5.380888852442462,48,12.0
18,0.016314448765844827,-5.861462538842944,84,13.0
19,0.0157435374406827,-5.751679117168337,66,14.0
20,0.014769325967591495,-5.882785183848239,27,15.0
21,0.014920635343667473,-6.090860877033551,30,16.0
22,0.013210053463236913,-6.154255233779069,6,17.0
23,0.016291318732034786,-6.107643431965068,34,18.0
24,0.020963268147299,-5.827619127283479,55,19.0
25,0.0206138624905349,-5.957749677596687,11,20.0
26,0.021692615773344685,-5.924349782500048,36,21.0
27,0.017402449012028306,-6.218272533154657,25,22.0
28,0.019270038654273833,-6.237113577500021,64,23.0
29,0.02148936112320988,-6.270181043135604,45,24.0
30,0.020148319765611003,-6.513932897545374,4,25.0
31,0.018499031705388854,-6.54205185600915,74,26.0
32,0.01484614417065232,-6.854330325574197,80,27.0
33,0.018485355029833138,-6.8174485281047925,40,28.0
34,0.017140079916056313,-6.77790974576542,57,29.0
35,0.013869838041070495,-6.939661512867321,1,30.0
36,0.013093805414864025,-6.995933892367771,52,31.0
37,0.017838705822467524,-6.5607781748334615,31,32.0
38,0.010789139070601453,-6.855734563656002,7,33.0
39,0.013850755500536742,-6.826845035500199,19,34.0
40,0.006083124073685695,-7.521065471244093,12,35.0
41,0.004624086577982095,-7.340735457302653,47,36.0
42,0.007807930781764809,-7.38683130096644,77,37.0
43,0.006497206420131765,-7.422497372961227,67,38.0
44,0.008561294978759109,-7.463200855281279,37,39.0
45,0.004427747684835493,-7.356951214354959,28,40.0
46,0.0035627746528447473,-7.0622894620722745,63,41.0
47,0.004734098575434934,-7.821973087317305,17,42.0
48,0.003742415710480485,-7.953260473950014,49,43.0
49,0.003995048811771302,-8.171850267145963,85,44.0
50,0.0068771250822966265,-7.999505691441054,71,45.0
51,0.004575401733268847,-7.9327017629426155,21,46.0
52,0.00822000358004692,-8.086006670976438,33,47.0
53,0.004379082385624527,-8.16854838929751,60,48.0
54,0.004140657239161932,-8.30094297735627,24,49.0
55,0.005107575966646797,-8.194679995642986,81,50.0
56,0.0031929602143398487,-8.15661096681776,44,51.0
57,0.0047541109220162235,-8.263377353177262,75,52.0
58,0.004407112372271462,-8.363318260700236,65,53.0
59,0.0061356740024415815,-8.4483929088074,14,54.0
60,0.0035383096320627766,-8.407370872067723,41,55.0
61,0.002705410574838391,-8.550592268929746,56,56.0
62,0.006581987328603999,-8.635277912898138,8,57.0
63,0.003194049110941169,-8.790623105669345,32,58.0
64,0.004267948054926072,-9.449010461242027,0,59.0
65,0.002123863216768149,-8.638966062108475,69,60.0
66,0.0032306761128393425,-9.157174326467217,51,61.0
67,0.0037084869323985546,-9.162139913173627,46,62.0
68,0.0033036348728719515,-9.492793602391504,29,63.0
69,0.0034303485610915813,-9.272349105328868,68,64.0
70,0.003019936719794851,-9.223125138720313,3,65.0
71,0.002898104226165986,-9.4664879826504,23,66.0
72,0.004087581459446932,-9.520122691767966,59,67.0
73,0.003475599300849066,-9.595572442452351,10,68.0
74,0.002913841475443883,-9.24315990184356,78,69.0
75,0.0021780026127720302,-9.316149820456154,5,70.0
76,0.0019689745924588,-9.443805060818434,54,71.0
77,0.0019803331440872277,-9.59954546760428,16,72.0
78,0.0018433858609116444,-9.751899960737804,18,73.0
79,0.001386285841876204,-9.512159281042097,26,74.0
80,0.0012501793171028923,-9.535712706630704,35,75.0
81,0.0011221141160725045,-9.729446682946874,50,76.0
82,0.000940273718191813,-9.504327878353575,38,77.0
83,0.0009845816724299624,-9.57245267948896,42,78.0
84,0.0007488643701204503,-9.642019169673647,62,79.0
85,0.0005194558125563325,-9.972561109894889,73,80.0
86,0.00046922691842755845,-9.89369386307788,79,81.0
87,0.0002771507302206778,-9.984931868116213,86,82.0
