Number of ramps,mse,nlpd,Ramp chosen,Iteration
0,,,21,0.0
1,,,59,0.0
2,,,70,0.0
3,,,77,0.0
4,,,58,0.0
6,0.06096842566435086,-3.2122409048043243,82,1.0
7,0.05442705711951615,-3.2590502987193517,15,2.0
8,0.05214130713241896,-4.032995504424832,19,3.0
9,0.032428288426224056,-3.9404107487212783,83,4.0
10,0.04858426247189791,-3.713989177417541,48,5.0
11,0.04832082060448503,-4.008661598562703,84,6.0
12,0.04630931423046226,-3.8961394204283555,12,7.0
13,0.02715641067505938,-4.357388180687973,73,8.0
14,0.02502889561333896,-3.6872672217113074,63,9.0
15,0.02761950337955514,-4.068053995805418,30,10.0
16,0.016593525321641607,-4.097506389703335,22,11.0
17,0.031775203044919605,-5.233358243949477,66,12.0
18,0.034128529631902875,-5.708016626515579,39,13.0
19,0.0324278818679569,-5.637936530548716,27,14.0
20,0.025418049327569033,-5.92962049574142,43,15.0
21,0.02437316589361116,-5.991203700935359,6,16.0
22,0.026116294270172737,-5.982524466615377,34,17.0
23,0.019014473994673216,-6.174156060799253,52,18.0
24,0.02098503772059672,-5.679351431993221,1,19.0
25,0.020641101219634583,-5.735607198812945,55,20.0
26,0.01330013913852374,-6.039994540220538,75,21.0
27,0.006376698670826211,-6.614463251341181,37,22.0
28,0.015146310914321956,-6.095760357335791,4,23.0
29,0.007832172010116338,-6.634744490148899,46,24.0
30,0.006452610002811115,-7.031585003215551,25,25.0
31,0.0063321131002814736,-7.0151594746961985,61,26.0
32,0.009996861085932696,-6.7941020495696,10,27.0
33,0.007137438529721358,-6.755365162698336,7,28.0
34,0.005775705598955655,-6.998078243818947,72,29.0
35,0.009532601808888302,-6.68863598048769,53,30.0
36,0.007124194217538972,-6.877241205555219,29,31.0
37,0.00686119449463926,-6.977313855381223,65,32.0
38,0.005190930243484561,-7.037026238109561,76,33.0
39,0.005024802226130232,-6.839729610977752,40,34.0
40,0.005009205241032299,-6.490053276828106,81,35.0
41,0.004755446657487842,-6.896871447171559,35,36.0
42,0.004845516216570913,-7.02448341906326,2,37.0
43,0.004477334739366065,-7.1431520848196355,14,38.0
44,0.0050326560704262654,-7.201902997834276,49,39.0
45,0.003907274730997184,-7.2193890162953265,45,40.0
46,0.0040503274544838016,-7.258678432886891,32,41.0
47,0.004020917770333545,-7.480855459387774,68,42.0
48,0.005185958902450759,-7.916621640199715,17,43.0
49,0.0036884623040336693,-7.610598359599994,56,44.0
50,0.004159705903827637,-7.947223684857362,85,45.0
51,0.0036331594093930897,-7.869986267631625,20,46.0
52,0.004599948516490155,-7.951807558185678,71,47.0
53,0.005024964958233538,-7.976155604172098,62,48.0
54,0.003182008315953809,-7.85464366093046,26,49.0
55,0.0028576067609194385,-7.815401203219809,33,50.0
56,0.003655082758486194,-8.192685591661967,80,51.0
57,0.002897700689024744,-7.827276127206799,8,52.0
58,0.004822344022826869,-8.274597888532153,42,53.0
59,0.0035171234115682856,-8.180929888153104,41,54.0
60,0.0035924291633089587,-8.084257390121568,3,55.0
61,0.003549216997879956,-8.221799279560026,50,56.0
62,0.003150893631341913,-8.370706733014654,54,57.0
63,0.003231319329994102,-8.299802512864193,11,58.0
64,0.002600390863626503,-7.875575754231947,64,59.0
65,0.004246961795778323,-8.396851305611815,28,60.0
66,0.004414198333327721,-8.648910801126652,13,61.0
67,0.00270233655708609,-9.232993906209135,74,62.0
68,0.0035464327861852054,-8.848933107991032,57,63.0
69,0.003464168397949182,-8.736491991258326,0,64.0
70,0.0032583506062488624,-8.966847906667066,23,65.0
71,0.0031689478080031796,-9.194592004275455,5,66.0
72,0.003768273430204154,-9.109163952630237,9,67.0
73,0.0034557901070772076,-9.116796272970774,16,68.0
74,0.0033905163427764653,-9.166550526307278,18,69.0
75,0.0028864672331776094,-9.311282004809858,24,70.0
76,0.0026506805966753618,-9.325003309142176,31,71.0
77,0.002381317975109226,-9.356917989308837,36,72.0
78,0.00211370950998748,-9.430657863543452,38,73.0
79,0.0018481276155748784,-9.821467072493713,44,74.0
80,0.0015382342541075075,-9.572613521221784,47,75.0
81,0.0016499300454288141,-9.571990498696362,51,76.0
82,0.0013479530873159837,-9.518341996143134,60,77.0
83,0.001627262361975931,-9.857698584343737,67,78.0
84,0.0015599225791192001,-9.865796455532605,69,79.0
85,0.0012190096485849842,-9.762419301346906,79,80.0
86,0.001095605310516378,-9.960667097824674,78,81.0
87,0.0002771507302206778,-9.984931868116213,86,82.0
