Iteration,Number of data points,Best value,Point chosen
1,6,1.5632441437680038,
2,6,1.5632441437680038,
3,6,1.5632441437680038,
4,6,1.5632441437680038,
5,6,1.5632441437680038,
6,6,1.5632441437680038,
7,6,2.920059489450174,
8,6,2.920059489450174,
9,6,2.920059489450174,
10,6,2.920059489450174,
11,6,2.920059489450174,
12,6,2.920059489450174,
13,6,2.920059489450174,
14,6,2.920059489450174,
15,6,2.920059489450174,
16,6,2.920059489450174,
17,6,2.920059489450174,
18,6,2.920059489450174,
19,6,2.920059489450174,
20,6,2.920059489450174,
21,6,2.920059489450174,
22,6,2.920059489450174,
23,6,2.920059489450174,
24,6,2.920059489450174,
25,6,2.920059489450174,
26,6,2.920059489450174,
27,6,2.920059489450174,
28,6,2.920059489450174,
29,6,2.920059489450174,
30,6,2.920059489450174,
31,6,2.920059489450174,
32,6,2.920059489450174,
33,6,2.920059489450174,
34,6,2.920059489450174,
35,6,2.920059489450174,
36,6,2.920059489450174,
37,6,2.920059489450174,
38,6,2.920059489450174,
39,6,2.920059489450174,
40,6,2.920059489450174,
41,6,2.920059489450174,
42,6,2.920059489450174,
43,6,2.920059489450174,
44,6,2.920059489450174,
45,6,2.920059489450174,
46,6,2.920059489450174,
47,6,2.920059489450174,
48,6,2.920059489450174,
49,6,2.920059489450174,
50,6,2.920059489450174,
51,6,2.920059489450174,
52,6,2.920059489450174,
53,6,2.920059489450174,
54,6,2.920059489450174,
55,6,2.920059489450174,
56,6,2.920059489450174,
57,6,2.920059489450174,
58,6,2.920059489450174,
59,6,2.920059489450174,
60,6,2.920059489450174,
61,6,2.920059489450174,
62,6,2.920059489450174,
63,6,2.920059489450174,
64,6,2.920059489450174,
65,6,2.920059489450174,
66,6,2.920059489450174,
67,6,2.920059489450174,
68,6,2.920059489450174,
69,6,2.920059489450174,
70,6,2.920059489450174,
71,6,2.920059489450174,
72,6,2.920059489450174,
73,6,2.920059489450174,
74,6,2.920059489450174,
75,6,2.920059489450174,
76,6,2.920059489450174,
77,6,2.920059489450174,
78,6,2.920059489450174,
79,6,2.920059489450174,
80,6,2.920059489450174,
81,6,2.920059489450174,
82,6,2.920059489450174,
83,6,2.920059489450174,
84,6,2.920059489450174,
85,6,2.920059489450174,
86,6,2.920059489450174,
87,6,2.920059489450174,
88,6,2.920059489450174,
89,6,2.920059489450174,
90,6,2.920059489450174,
91,6,2.920059489450174,
92,6,2.920059489450174,
93,6,2.920059489450174,
94,6,2.920059489450174,
95,6,2.920059489450174,
96,6,2.920059489450174,
97,6,2.920059489450174,
98,6,2.920059489450174,
99,6,2.920059489450174,
