Iteration,Number of data points,Best value,Point chosen
1,6,1.2613478693501579,
2,6,1.2613478693501579,
3,6,1.2613478693501579,
4,6,1.2613478693501579,
5,6,1.2613478693501579,
6,6,1.2613478693501579,
7,6,1.2613478693501579,
8,6,1.2613478693501579,
9,6,1.2613478693501579,
10,6,1.2613478693501579,
11,6,1.2613478693501579,
12,6,1.2613478693501579,
13,6,1.2613478693501579,
14,6,1.2613478693501579,
15,6,1.2613478693501579,
16,6,1.2613478693501579,
17,6,1.2613478693501579,
18,6,1.2613478693501579,
19,6,1.2613478693501579,
20,6,1.2613478693501579,
21,6,1.2613478693501579,
22,6,1.2613478693501579,
23,6,1.2613478693501579,
24,6,1.2613478693501579,
25,6,1.6814912182638653,
26,6,1.6814912182638653,
27,6,1.6814912182638653,
28,6,1.6814912182638653,
29,6,1.6814912182638653,
30,6,1.6814912182638653,
31,6,1.6814912182638653,
32,6,2.9281786014162425,
33,6,2.9281786014162425,
34,6,2.9281786014162425,
35,6,2.9281786014162425,
36,6,2.9281786014162425,
37,6,2.9281786014162425,
38,6,2.9281786014162425,
39,6,2.9281786014162425,
40,6,2.9281786014162425,
41,6,2.9281786014162425,
42,6,2.9281786014162425,
43,6,2.9281786014162425,
44,6,2.9281786014162425,
45,6,2.9281786014162425,
46,6,2.9281786014162425,
47,6,2.9281786014162425,
48,6,2.9281786014162425,
49,6,2.9281786014162425,
50,6,2.9281786014162425,
51,6,2.9281786014162425,
52,6,2.9281786014162425,
53,6,2.9281786014162425,
54,6,2.9281786014162425,
55,6,2.9281786014162425,
56,6,2.9281786014162425,
57,6,2.9281786014162425,
58,6,2.9281786014162425,
59,6,2.9281786014162425,
60,6,2.9281786014162425,
61,6,2.9281786014162425,
62,6,2.9281786014162425,
63,6,2.9281786014162425,
64,6,2.9281786014162425,
65,6,2.9281786014162425,
66,6,2.9281786014162425,
67,6,2.9281786014162425,
68,6,2.9281786014162425,
69,6,2.9281786014162425,
70,6,2.9281786014162425,
71,6,2.9281786014162425,
72,6,2.9281786014162425,
73,6,2.9281786014162425,
74,6,2.9281786014162425,
75,6,2.9281786014162425,
76,6,2.9281786014162425,
77,6,2.9281786014162425,
78,6,2.9281786014162425,
79,6,2.9281786014162425,
80,6,2.9281786014162425,
81,6,2.9281786014162425,
82,6,2.9281786014162425,
83,6,2.9281786014162425,
84,6,2.9281786014162425,
85,6,2.9281786014162425,
86,6,2.9281786014162425,
87,6,2.9281786014162425,
88,6,2.9281786014162425,
89,6,2.9281786014162425,
90,6,2.9281786014162425,
91,6,2.9281786014162425,
92,6,2.9281786014162425,
93,6,2.9281786014162425,
94,6,2.9281786014162425,
95,6,2.9281786014162425,
96,6,2.9281786014162425,
97,6,2.9281786014162425,
98,6,2.9281786014162425,
99,6,2.9281786014162425,
