Iteration,Number of data points,Best value,Point chosen
1,6,0.5866263225251007,
2,6,0.5866263225251007,
3,6,0.5866263225251007,
4,6,1.0952994406910468,
5,6,1.0952994406910468,
6,6,1.0952994406910468,
7,6,1.0952994406910468,
8,6,1.0952994406910468,
9,6,1.0952994406910468,
10,6,1.3579532296160317,
11,6,1.3579532296160317,
12,6,1.3579532296160317,
13,6,1.3579532296160317,
14,6,1.3579532296160317,
15,6,1.3579532296160317,
16,6,1.3579532296160317,
17,6,1.3579532296160317,
18,6,1.3579532296160317,
19,6,1.3579532296160317,
20,6,1.3579532296160317,
21,6,1.3579532296160317,
22,6,1.3579532296160317,
23,6,1.3579532296160317,
24,6,1.3579532296160317,
25,6,1.3579532296160317,
26,6,1.3579532296160317,
27,6,1.3579532296160317,
28,6,1.3579532296160317,
29,6,1.3579532296160317,
30,6,1.3579532296160317,
31,6,1.3579532296160317,
32,6,1.3579532296160317,
33,6,1.3579532296160317,
34,6,1.3579532296160317,
35,6,1.3579532296160317,
36,6,1.3579532296160317,
37,6,1.3579532296160317,
38,6,1.3579532296160317,
39,6,1.3579532296160317,
40,6,1.3579532296160317,
41,6,1.3579532296160317,
42,6,1.3579532296160317,
43,6,1.3579532296160317,
44,6,1.3579532296160317,
45,6,1.3579532296160317,
46,6,1.3579532296160317,
47,6,1.3579532296160317,
48,6,1.3579532296160317,
49,6,1.3579532296160317,
50,6,1.3579532296160317,
51,6,1.3579532296160317,
52,6,1.3579532296160317,
53,6,1.3579532296160317,
54,6,1.3579532296160317,
55,6,1.3579532296160317,
56,6,1.3579532296160317,
57,6,1.3579532296160317,
58,6,1.3579532296160317,
59,6,1.3579532296160317,
60,6,1.3579532296160317,
61,6,1.3579532296160317,
62,6,1.3579532296160317,
63,6,1.3579532296160317,
64,6,1.3579532296160317,
65,6,1.3579532296160317,
66,6,1.4362822772589114,
67,6,1.4362822772589114,
68,6,1.4362822772589114,
69,6,1.4362822772589114,
70,6,1.4362822772589114,
71,6,1.4362822772589114,
72,6,1.4362822772589114,
73,6,1.4362822772589114,
74,6,1.6814912182638653,
75,6,1.6814912182638653,
76,6,1.6814912182638653,
77,6,1.6814912182638653,
78,6,1.6814912182638653,
79,6,1.6814912182638653,
80,6,1.6814912182638653,
81,6,1.6814912182638653,
82,6,1.6814912182638653,
83,6,1.6814912182638653,
84,6,2.1018384783919504,
85,6,2.1018384783919504,
86,6,2.1018384783919504,
87,6,2.1018384783919504,
88,6,2.1018384783919504,
89,6,2.1018384783919504,
90,6,2.1018384783919504,
91,6,2.1018384783919504,
92,6,2.1018384783919504,
93,6,2.1018384783919504,
94,6,2.1018384783919504,
95,6,2.1018384783919504,
96,6,2.1018384783919504,
97,6,2.1018384783919504,
98,6,2.1018384783919504,
99,6,2.1018384783919504,
