Iteration,Number of data points,Best value,Point chosen
1,6,0.4922110010472398,
2,6,0.4922110010472398,
3,6,1.0212083277064017,
4,6,1.0212083277064017,
5,6,1.2702845037363857,
6,6,1.2702845037363857,
7,6,1.2702845037363857,
8,6,1.2702845037363857,
9,6,1.2702845037363857,
10,6,1.2702845037363857,
11,6,1.2702845037363857,
12,6,1.2702845037363857,
13,6,1.2702845037363857,
14,6,1.2702845037363857,
15,6,1.2702845037363857,
16,6,1.2702845037363857,
17,6,1.2702845037363857,
18,6,1.2702845037363857,
19,6,1.2702845037363857,
20,6,1.2702845037363857,
21,6,1.2702845037363857,
22,6,1.2702845037363857,
23,6,1.2702845037363857,
24,6,1.2702845037363857,
25,6,1.2702845037363857,
26,6,1.2702845037363857,
27,6,1.2702845037363857,
28,6,1.2702845037363857,
29,6,1.2702845037363857,
30,6,1.2702845037363857,
31,6,1.2702845037363857,
32,6,1.2702845037363857,
33,6,1.2702845037363857,
34,6,2.7657053816357333,
35,6,2.7657053816357333,
36,6,2.7657053816357333,
37,6,2.7657053816357333,
38,6,2.7657053816357333,
39,6,2.7657053816357333,
40,6,2.7657053816357333,
41,6,2.7657053816357333,
42,6,2.7657053816357333,
43,6,2.7657053816357333,
44,6,2.7657053816357333,
45,6,2.7657053816357333,
46,6,2.7657053816357333,
47,6,2.7657053816357333,
48,6,2.7657053816357333,
49,6,2.7657053816357333,
50,6,2.7657053816357333,
51,6,2.7657053816357333,
52,6,2.7657053816357333,
53,6,2.7657053816357333,
54,6,2.7657053816357333,
55,6,2.7657053816357333,
56,6,2.7657053816357333,
57,6,2.7657053816357333,
58,6,2.7657053816357333,
59,6,2.7657053816357333,
60,6,2.7657053816357333,
61,6,2.7657053816357333,
62,6,2.7657053816357333,
63,6,2.7657053816357333,
64,6,2.7657053816357333,
65,6,2.7657053816357333,
66,6,2.7657053816357333,
67,6,2.7657053816357333,
68,6,2.7657053816357333,
69,6,2.7657053816357333,
70,6,2.7657053816357333,
71,6,2.7657053816357333,
72,6,2.7657053816357333,
73,6,2.7657053816357333,
74,6,2.7657053816357333,
75,6,2.7657053816357333,
76,6,2.7657053816357333,
77,6,2.7657053816357333,
78,6,2.7657053816357333,
79,6,2.7657053816357333,
80,6,2.7657053816357333,
81,6,2.7657053816357333,
82,6,2.7657053816357333,
83,6,2.7657053816357333,
84,6,2.7657053816357333,
85,6,2.7657053816357333,
86,6,2.7657053816357333,
87,6,2.7657053816357333,
88,6,2.7657053816357333,
89,6,2.7657053816357333,
90,6,2.7657053816357333,
91,6,2.7657053816357333,
92,6,2.7657053816357333,
93,6,2.7657053816357333,
94,6,2.7657053816357333,
95,6,2.7657053816357333,
96,6,2.7657053816357333,
97,6,2.7657053816357333,
98,6,2.7657053816357333,
99,6,2.7657053816357333,
