Iteration,Number of data points,Best value,Point chosen
1,6,1.4362822772589114,
2,6,1.4362822772589114,
3,6,1.6604380820209461,
4,6,1.6604380820209461,
5,6,1.6604380820209461,
6,6,1.6604380820209461,
7,6,1.6604380820209461,
8,6,2.7696302399289845,
9,6,2.7696302399289845,
10,6,2.7696302399289845,
11,6,2.7696302399289845,
12,6,2.7696302399289845,
13,6,2.7696302399289845,
14,6,2.7696302399289845,
15,6,2.7696302399289845,
16,6,2.7696302399289845,
17,6,2.7696302399289845,
18,6,2.7696302399289845,
19,6,2.7696302399289845,
20,6,2.7696302399289845,
21,6,2.7696302399289845,
22,6,2.7696302399289845,
23,6,2.7696302399289845,
24,6,2.7696302399289845,
25,6,2.7696302399289845,
26,6,2.7696302399289845,
27,6,2.7696302399289845,
28,6,2.7696302399289845,
29,6,2.7696302399289845,
30,6,2.7696302399289845,
31,6,2.7696302399289845,
32,6,2.7696302399289845,
33,6,2.7696302399289845,
34,6,2.7696302399289845,
35,6,2.7696302399289845,
36,6,2.7696302399289845,
37,6,2.7696302399289845,
38,6,2.7696302399289845,
39,6,2.7696302399289845,
40,6,2.7696302399289845,
41,6,2.7696302399289845,
42,6,2.7696302399289845,
43,6,2.7696302399289845,
44,6,2.7696302399289845,
45,6,2.7696302399289845,
46,6,2.7696302399289845,
47,6,2.7696302399289845,
48,6,2.7696302399289845,
49,6,2.7696302399289845,
50,6,2.7696302399289845,
51,6,2.7696302399289845,
52,6,2.7696302399289845,
53,6,2.7696302399289845,
54,6,2.7696302399289845,
55,6,2.7696302399289845,
56,6,2.7696302399289845,
57,6,2.7696302399289845,
58,6,2.7696302399289845,
59,6,2.7696302399289845,
60,6,2.7696302399289845,
61,6,2.7696302399289845,
62,6,2.7696302399289845,
63,6,2.7696302399289845,
64,6,2.7696302399289845,
65,6,2.7696302399289845,
66,6,2.7696302399289845,
67,6,2.7696302399289845,
68,6,2.7696302399289845,
69,6,2.7696302399289845,
70,6,2.7696302399289845,
71,6,2.7696302399289845,
72,6,2.7696302399289845,
73,6,2.7696302399289845,
74,6,2.7696302399289845,
75,6,2.7696302399289845,
76,6,2.7696302399289845,
77,6,2.7696302399289845,
78,6,2.7696302399289845,
79,6,2.7696302399289845,
80,6,2.7696302399289845,
81,6,2.7696302399289845,
82,6,2.7696302399289845,
83,6,2.7696302399289845,
84,6,2.7696302399289845,
85,6,2.7696302399289845,
86,6,2.7696302399289845,
87,6,2.7696302399289845,
88,6,2.7696302399289845,
89,6,2.7696302399289845,
90,6,2.7696302399289845,
91,6,2.990059594873224,
92,6,2.990059594873224,
93,6,2.990059594873224,
94,6,2.990059594873224,
95,6,2.990059594873224,
96,6,2.990059594873224,
97,6,2.990059594873224,
98,6,2.990059594873224,
99,6,2.990059594873224,
