Iteration,Number of data points,Number of pareto points queries,GD,IGD,MPFE,Point chosen
1,6,1,0.33151090303677594,0.4756893442535007,0.9450442003146529,76
2,7,2,0.26520872242942073,0.41036077223529943,0.9450442003146529,541
3,8,2,0.22385209776441994,0.2924317424511257,0.9450442003146529,583
4,9,2,0.22385209776441994,0.2924317424511257,0.9450442003146529,158
5,10,3,0.19187322665521708,0.18560253476091448,0.9450442003146529,781
6,11,3,0.17071196969066965,0.1793891837655477,0.9450442003146529,779
7,12,4,0.16788907332331496,0.1798651871100243,0.9450442003146529,104
8,13,4,0.16788907332331496,0.1798651871100243,0.9450442003146529,145
9,14,4,0.16788907332331496,0.1798651871100243,0.9450442003146529,342
10,15,4,0.16788907332331496,0.1798651871100243,0.9450442003146529,776
11,16,4,0.16788907332331496,0.1798651871100243,0.9450442003146529,61
12,17,4,0.16788907332331496,0.1798651871100243,0.9450442003146529,778
13,18,5,0.14923473184294664,0.17123373470745915,0.9450442003146529,784
14,19,5,0.14923473184294664,0.17123373470745915,0.9450442003146529,775
15,20,6,0.13431125865865196,0.1644044710553127,0.9450442003146529,690
16,21,6,0.13431125865865196,0.1644044710553127,0.9450442003146529,497
17,22,7,0.11898498442384516,0.15820271912195943,0.9450442003146529,184
18,23,7,0.11028093815266873,0.1400243722539546,0.9450442003146529,127
19,24,7,0.11028093815266873,0.1400243722539546,0.9450442003146529,695
20,25,7,0.11028093815266873,0.1400243722539546,0.9450442003146529,676
21,26,7,0.11028093815266873,0.1400243722539546,0.9450442003146529,206
22,27,7,0.11028093815266873,0.1400243722539546,0.9450442003146529,81
23,28,7,0.11028093815266873,0.1400243722539546,0.9450442003146529,187
24,29,7,0.11028093815266873,0.1400243722539546,0.9450442003146529,777
25,30,7,0.11028093815266873,0.1400243722539546,0.9450442003146529,195
26,31,7,0.11028093815266873,0.1400243722539546,0.9450442003146529,567
27,32,8,0.10109085997327967,0.12090533452287436,0.9450442003146529,790
28,33,9,0.09331463997533508,0.12085949744200791,0.9450442003146529,691
29,34,10,0.08664930854852544,0.11944781768741312,0.9450442003146529,80
30,35,11,0.08087268797862374,0.1169266802019378,0.9450442003146529,688
31,36,11,0.08087268797862374,0.1169266802019378,0.9450442003146529,338
32,37,11,0.08087268797862374,0.1169266802019378,0.9450442003146529,594
33,38,11,0.08087268797862374,0.1169266802019378,0.9450442003146529,515
34,39,11,0.07652437949154607,0.11420985229046986,0.9450442003146529,47
35,40,11,0.07652437949154607,0.11420985229046986,0.9450442003146529,100
36,41,11,0.07652437949154607,0.11420985229046986,0.9450442003146529,773
37,42,11,0.07652437949154607,0.11420985229046986,0.9450442003146529,774
38,43,11,0.07652437949154607,0.11420985229046986,0.9450442003146529,500
39,44,12,0.06229083764877214,0.11716128351364787,0.9450442003146529,499
40,45,12,0.06229083764877214,0.11716128351364787,0.9450442003146529,525
41,46,12,0.06229083764877214,0.11716128351364787,0.9450442003146529,772
42,47,12,0.06229083764877214,0.11716128351364787,0.9450442003146529,722
43,48,13,0.058626670728256135,0.11707858522682961,0.9450442003146529,205
44,49,13,0.058626670728256135,0.11707858522682961,0.9450442003146529,766
45,50,13,0.058626670728256135,0.11707858522682961,0.9450442003146529,533
46,51,13,0.058626670728256135,0.11707858522682961,0.9450442003146529,164
47,52,13,0.058626670728256135,0.11707858522682961,0.9450442003146529,5
48,53,14,0.05536963346557524,0.11382343428258321,0.9450442003146529,681
49,54,14,0.05536963346557524,0.11382343428258321,0.9450442003146529,524
50,55,14,0.05536963346557524,0.11382343428258321,0.9450442003146529,771
51,56,14,0.05536963346557524,0.11382343428258321,0.9450442003146529,689
52,57,15,0.05245544223054496,0.11315555516324682,0.9450442003146529,520
53,58,15,0.05245544223054496,0.11315555516324682,0.9450442003146529,131
54,59,15,0.05245544223054496,0.11315555516324682,0.9450442003146529,687
55,60,15,0.05245544223054496,0.11315555516324682,0.9450442003146529,683
56,61,16,0.049832670119017715,0.11160898171019597,0.9450442003146529,786
57,62,16,0.049832670119017715,0.11160898171019597,0.9450442003146529,721
58,63,17,0.04745968582763592,0.11015183193775588,0.9450442003146529,686
59,64,17,0.04745968582763592,0.11015183193775588,0.9450442003146529,123
60,65,18,0.04530242738092519,0.10970343047042094,0.9450442003146529,680
61,66,19,0.043332756625232796,0.10872262324537764,0.9450442003146529,787
62,67,19,0.043332756625232796,0.10872262324537764,0.9450442003146529,723
63,68,19,0.043332756625232796,0.10872262324537764,0.9450442003146529,725
64,69,19,0.043332756625232796,0.10872262324537764,0.9450442003146529,199
65,70,19,0.043332756625232796,0.10872262324537764,0.9450442003146529,50
