Iteration,Number of data points,Number of pareto points queries,GD,IGD,MPFE,Point chosen
1,6,0,0.16789482946940393,0.3418164201699479,0.2178190947479123,100
2,7,0,0.11673373089148574,0.3389195359123831,0.18849132122049428,145
3,8,0,0.1067310924349571,0.33443911110068586,0.14848076739437963,38
4,9,1,0.08538487394796568,0.25178599106655397,0.14848076739437963,588
5,10,1,0.07435279078301078,0.24031564113621934,0.14848076739437963,806
6,11,1,0.07435279078301078,0.24031564113621934,0.14848076739437963,34
7,12,1,0.07435279078301078,0.24031564113621934,0.14848076739437963,187
8,13,2,0.06196065898584232,0.17465466006110603,0.14848076739437963,780
9,14,2,0.06196065898584232,0.17465466006110603,0.14848076739437963,775
10,15,2,0.06196065898584232,0.17465466006110603,0.14848076739437963,778
11,16,2,0.06196065898584232,0.17465466006110603,0.14848076739437963,779
12,17,2,0.06196065898584232,0.17465466006110603,0.14848076739437963,26
13,18,2,0.06196065898584232,0.17465466006110603,0.14848076739437963,776
14,19,3,0.059764875579802396,0.17484236059388425,0.14848076739437963,104
15,20,3,0.059764875579802396,0.17484236059388425,0.14848076739437963,61
16,21,3,0.06524074166087306,0.16785064797647814,0.14848076739437963,199
17,22,3,0.06524074166087306,0.16785064797647814,0.14848076739437963,777
18,23,3,0.06524074166087306,0.16785064797647814,0.14848076739437963,20
19,24,4,0.05708564895326393,0.14760776527798125,0.14848076739437963,599
20,25,4,0.05358303131011135,0.13914649348570754,0.14848076739437963,671
21,26,4,0.04500638260554604,0.1412759863300545,0.14848076739437963,164
22,27,4,0.041386803846213314,0.1409389397915228,0.14848076739437963,533
23,28,5,0.040505744344991435,0.1407275784060561,0.14848076739437963,541
24,29,6,0.032018712865504166,0.15184528495154864,0.14848076739437963,795
25,30,6,0.032018712865504166,0.15184528495154864,0.14848076739437963,774
26,31,7,0.02992810288488324,0.15206906614488783,0.14848076739437963,205
27,32,7,0.02992810288488324,0.15206906614488783,0.14848076739437963,773
28,33,7,0.02992810288488324,0.15206906614488783,0.14848076739437963,772
29,34,8,0.01740428575592703,0.1472919196880882,0.14848076739437963,690
30,35,8,0.01740428575592703,0.1472919196880882,0.14848076739437963,463
31,36,9,0.015822077959933664,0.14724608260722175,0.14848076739437963,691
32,37,9,0.015822077959933664,0.14724608260722175,0.14848076739437963,689
33,38,9,0.01476596056923128,0.14655866376536225,0.14848076739437963,131
34,39,9,0.01476596056923128,0.14655866376536225,0.14848076739437963,722
35,40,10,0.013630117448521181,0.1440337942597319,0.14848076739437963,688
36,41,10,0.014344581455009118,0.1270910346628923,0.14848076739437963,540
37,42,10,0.014344581455009118,0.1270910346628923,0.14848076739437963,123
38,43,10,0.014344581455009118,0.1270910346628923,0.14848076739437963,353
39,44,11,0.013388276024675176,0.12474355960136851,0.14848076739437963,686
40,45,11,0.013388276024675176,0.12474355960136851,0.14848076739437963,117
41,46,11,0.013388276024675176,0.12474355960136851,0.14848076739437963,687
42,47,11,0.013388276024675176,0.12474355960136851,0.14848076739437963,173
43,48,11,0.013388276024675176,0.12474355960136851,0.14848076739437963,189
44,49,11,0.013388276024675176,0.12474355960136851,0.14848076739437963,771
45,50,11,0.013388276024675176,0.12474355960136851,0.14848076739437963,770
46,51,11,0.013388276024675176,0.12474355960136851,0.14848076739437963,723
47,52,12,0.012551508773132977,0.12321120923177756,0.14848076739437963,684
48,53,12,0.012551508773132977,0.12321120923177756,0.14848076739437963,685
49,54,13,0.011813184727654566,0.12204608914525125,0.14848076739437963,769
50,55,13,0.011813184727654566,0.12204608914525125,0.14848076739437963,524
51,56,13,0.011813184727654566,0.12204608914525125,0.14848076739437963,515
52,57,13,0.011813184727654566,0.12204608914525125,0.14848076739437963,529
53,58,13,0.011813184727654566,0.12204608914525125,0.14848076739437963,683
54,59,13,0.011813184727654566,0.12204608914525125,0.14848076739437963,42
55,60,14,0.0030790219397498833,0.12301353994224838,0.025562090164890697,80
56,61,14,0.0030790219397498833,0.12301353994224838,0.025562090164890697,5
57,62,15,0.0029079651653193344,0.12099068074572562,0.025562090164890697,681
58,63,15,0.0029079651653193344,0.12099068074572562,0.025562090164890697,539
59,64,15,0.009625826527366637,0.10978226480328582,0.1305473310442181,500
60,65,15,0.009625826527366637,0.10978226480328582,0.1305473310442181,631
61,66,15,0.011189275580599307,0.10978226480328582,0.1305473310442181,679
62,67,16,0.004661909028388403,0.11616819261477385,0.040894807592020056,499
63,68,17,0.004439913360369909,0.09749575871881204,0.040894807592020056,85
64,69,18,0.00423809911671673,0.09623236986204933,0.040894807592020056,509
65,70,18,0.00423809911671673,0.09623236986204933,0.040894807592020056,553
66,71,19,0.004094977786193774,0.09610014410933601,0.040894807592020056,520
67,72,20,0.003916935273750566,0.09302842524561655,0.040894807592020056,184
68,73,20,0.003916935273750566,0.09302842524561655,0.040894807592020056,497
69,74,20,0.003916935273750566,0.09302842524561655,0.040894807592020056,768
70,75,21,0.0037537296373442927,0.09185967160871172,0.040894807592020056,781
71,76,22,0.003603580451850521,0.09130201109181298,0.040894807592020056,90
72,77,22,0.003603580451850521,0.09130201109181298,0.040894807592020056,566
73,78,22,0.003603580451850521,0.09130201109181298,0.040894807592020056,47
74,79,22,0.003603580451850521,0.09130201109181298,0.040894807592020056,141
75,80,22,0.003603580451850521,0.09130201109181298,0.040894807592020056,767
76,81,22,0.003603580451850521,0.09130201109181298,0.040894807592020056,430
77,82,22,0.004578442324981278,0.08540221507867046,0.040894807592020056,43
78,83,23,0.0044088703870190085,0.0724281400429513,0.040894807592020056,506
79,84,24,0.004251410730339759,0.0686952092645719,0.040894807592020056,784
80,85,25,0.004104810360328043,0.06697936342118294,0.040894807592020056,204
81,86,25,0.006609275104900841,0.0642823977897566,0.079238752697512,128
82,87,25,0.006609275104900841,0.0642823977897566,0.079238752697512,163
83,88,26,0.006396072682162105,0.06396847619298605,0.079238752697512,782
84,89,26,0.006396072682162105,0.06396847619298605,0.079238752697512,201
85,90,26,0.006396072682162105,0.06396847619298605,0.079238752697512,561
86,91,26,0.006396072682162105,0.06396847619298605,0.079238752697512,160
87,92,26,0.006396072682162105,0.06396847619298605,0.079238752697512,158
88,93,26,0.006396072682162105,0.06396847619298605,0.079238752697512,488
89,94,27,0.006196195410844539,0.06364818014718174,0.079238752697512,682
90,95,27,0.006196195410844539,0.06364818014718174,0.079238752697512,725
91,96,27,0.006050776519871413,0.06358743217749639,0.07458534818637197,169
92,97,27,0.006050776519871413,0.06358743217749639,0.07458534818637197,726
93,98,27,0.007500959969688679,0.06196932038114305,0.07458534818637197,15
94,99,27,0.007500959969688679,0.06196932038114305,0.07458534818637197,24
95,100,28,0.005867419655632885,0.06279956170380516,0.07458534818637197,783
96,101,29,0.004628183061935309,0.0623511602364702,0.07458534818637197,680
97,102,29,0.004628183061935309,0.0623511602364702,0.07458534818637197,0
98,103,29,0.004628183061935309,0.0623511602364702,0.07458534818637197,766
99,104,29,0.0035186210795658183,0.0613301917372568,0.037969802768178816,577
