Iteration,Number of data points,Number of pareto points queries,GD,IGD,MPFE,Point chosen
1,6,1,0.03965179832971031,0.335782482413114,0.07186851947384189,164
2,7,2,0.031721438663768246,0.20706654629900687,0.07186851947384189,590
3,8,2,0.03069488058062199,0.19444358227454053,0.07186851947384189,671
4,9,2,0.039314706518511676,0.1863742835283007,0.09103366214584983,776
5,10,2,0.044102526584384585,0.16720441309971185,0.09103366214584983,79
6,11,2,0.03557907095534805,0.16772092750100148,0.0776172670454949,187
7,12,2,0.03557907095534805,0.16772092750100148,0.0776172670454949,74
8,13,2,0.03413508206462465,0.16771706211607912,0.0776172670454949,779
9,14,2,0.03413508206462465,0.16771706211607912,0.0776172670454949,778
10,15,2,0.0343701563706833,0.16792664365496998,0.0776172670454949,145
11,16,2,0.0343701563706833,0.16792664365496998,0.0776172670454949,39
12,17,3,0.032723318816153354,0.1682842620250111,0.0776172670454949,104
13,18,4,0.029087394503247425,0.16094760652734463,0.0776172670454949,784
14,19,4,0.033807301010502,0.15344815589098051,0.0776172670454949,141
15,20,4,0.033807301010502,0.15344815589098051,0.0776172670454949,61
16,21,4,0.033807301010502,0.15344815589098051,0.0776172670454949,777
17,22,4,0.033807301010502,0.15344815589098051,0.0776172670454949,44
18,23,5,0.030733910009547272,0.13301528280689115,0.0776172670454949,805
19,24,5,0.030733910009547272,0.13301528280689115,0.0776172670454949,775
20,25,5,0.030733910009547272,0.13301528280689115,0.0776172670454949,774
21,26,5,0.02963043839962977,0.13286348748361482,0.0776172670454949,524
22,27,5,0.02963043839962977,0.13286348748361482,0.0776172670454949,773
23,28,6,0.028172750842085,0.13224021078034134,0.0776172670454949,541
24,29,6,0.028172750842085,0.13224021078034134,0.0776172670454949,123
25,30,6,0.028172750842085,0.13224021078034134,0.0776172670454949,488
26,31,6,0.03430806565012565,0.13224021078034134,0.10793184334661347,160
27,32,6,0.03430806565012565,0.13224021078034134,0.10793184334661347,533
28,33,6,0.04330185791689199,0.12237435612332667,0.16022115738485443,516
29,34,6,0.04330185791689199,0.12237435612332667,0.16022115738485443,772
30,35,6,0.04330185791689199,0.12237435612332667,0.16022115738485443,37
31,36,7,0.04180856507359133,0.12229165783650842,0.16022115738485443,205
32,37,7,0.04057069243141221,0.11889558068167047,0.16022115738485443,127
33,38,7,0.03968066147785124,0.11864370248181325,0.16022115738485443,722
34,39,7,0.03602814390547393,0.11025919609024747,0.16022115738485443,173
35,40,7,0.03602814390547393,0.11025919609024747,0.16022115738485443,100
36,41,7,0.03602814390547393,0.11025919609024747,0.16022115738485443,212
37,42,8,0.03438250658207164,0.10375068125894334,0.16022115738485443,691
38,43,9,0.032360006194890954,0.1036359735570918,0.16022115738485443,690
39,44,9,0.032360006194890954,0.1036359735570918,0.16022115738485443,770
