Iteration,Number of data points,Number of pareto points queries,GD,IGD,MPFE,Point chosen
1,6,0,0.14205167284557507,0.28820027415011823,0.24016119729896232,536
2,7,0,0.11890737771134738,0.250959096987254,0.24016119729896232,722
3,8,0,0.11180389135542168,0.2233872805555394,0.24016119729896232,141
4,9,0,0.11382694912145107,0.2233872805555394,0.24016119729896232,515
5,10,0,0.10443352953141975,0.19283117561972757,0.24016119729896232,594
6,11,0,0.21278919872924484,0.19283117561972757,0.9712788831140204,694
7,12,0,0.19060981003002203,0.1876442599755136,0.9712788831140204,145
8,13,0,0.19060981003002203,0.1876442599755136,0.9712788831140204,187
9,14,0,0.19060981003002203,0.1876442599755136,0.9712788831140204,484
10,15,1,0.17154882902701982,0.17586266868433253,0.9712788831140204,493
11,16,2,0.18642036991728084,0.1771578366553684,0.9712788831140204,104
12,17,3,0.06524327405102144,0.172771570190166,0.24016119729896232,787
13,18,3,0.06524327405102144,0.172771570190166,0.24016119729896232,779
14,19,3,0.07124636717238277,0.1650911276787796,0.24016119729896232,468
15,20,3,0.06933542106849926,0.13737841540923684,0.24016119729896232,521
16,21,4,0.06303220097136296,0.1358571060175835,0.24016119729896232,511
17,22,4,0.06303220097136296,0.1358571060175835,0.24016119729896232,428
18,23,4,0.06303220097136296,0.1358571060175835,0.24016119729896232,61
19,24,4,0.06303220097136296,0.1358571060175835,0.24016119729896232,778
20,25,4,0.0595200393761563,0.12356813482293288,0.24016119729896232,163
21,26,4,0.0595200393761563,0.12356813482293288,0.24016119729896232,776
22,27,4,0.06498367719677643,0.12356813482293288,0.24016119729896232,500
23,28,4,0.06498367719677643,0.12356813482293288,0.24016119729896232,777
24,29,5,0.057779517557082716,0.12290226230078082,0.24016119729896232,204
25,30,6,0.04918715616299352,0.12086199562557466,0.24016119729896232,691
26,31,7,0.045088226482744055,0.12068894266613554,0.24016119729896232,690
27,32,7,0.045088226482744055,0.12068894266613554,0.24016119729896232,39
28,33,8,0.041619901368686825,0.1178633514969502,0.24016119729896232,80
29,34,9,0.03864705127092348,0.11729050507296525,0.24016119729896232,506
30,35,10,0.019135431873878356,0.12102775158154869,0.11927111214327336,667
31,36,10,0.019135431873878356,0.12102775158154869,0.11927111214327336,37
32,37,10,0.018397943526616962,0.11606443629333137,0.11927111214327336,533
33,38,11,0.017768615311458475,0.11585307490786467,0.11927111214327336,541
34,39,11,0.017768615311458475,0.11585307490786467,0.11927111214327336,775
35,40,12,0.016584040957361244,0.11577037662104642,0.11927111214327336,205
36,41,12,0.016584040957361244,0.11577037662104642,0.11927111214327336,524
37,42,12,0.016584040957361244,0.11577037662104642,0.11927111214327336,774
38,43,12,0.016584040957361244,0.11577037662104642,0.11927111214327336,164
39,44,12,0.016584040957361244,0.11577037662104642,0.11927111214327336,95
40,45,12,0.017666693024730076,0.11151710767781936,0.11927111214327336,106
41,46,13,0.01662747578798125,0.10992286952450349,0.11927111214327336,680
42,47,13,0.01662747578798125,0.10992286952450349,0.11927111214327336,50
43,48,13,0.01662747578798125,0.10992286952450349,0.11927111214327336,689
44,49,13,0.01662747578798125,0.10992286952450349,0.11927111214327336,38
45,50,14,0.005444344792288421,0.11491591997554987,0.05320304264135216,184
46,51,14,0.005444344792288421,0.11491591997554987,0.05320304264135216,719
47,52,14,0.005444344792288421,0.11491591997554987,0.05320304264135216,773
48,53,15,0.005124089216271455,0.11263236994432402,0.05320304264135216,688
49,54,15,0.0064356417615079285,0.10461948803254724,0.05320304264135216,544
50,55,15,0.0064356417615079285,0.10461948803254724,0.05320304264135216,26
51,56,15,0.0064356417615079285,0.10461948803254724,0.05320304264135216,772
52,57,15,0.0064356417615079285,0.10461948803254724,0.05320304264135216,687
53,58,16,0.006096923774060143,0.09638719862169631,0.05320304264135216,32
54,59,17,0.005792077585357136,0.09610789784335136,0.05320304264135216,520
55,60,18,0.005516264367006796,0.09384854778349061,0.05320304264135216,686
56,61,18,0.005516264367006796,0.09384854778349061,0.05320304264135216,74
57,62,18,0.005516264367006796,0.09384854778349061,0.05320304264135216,723
58,63,18,0.005516264367006796,0.09384854778349061,0.05320304264135216,7
59,64,19,0.0052655250775973965,0.0933044755275505,0.05320304264135216,781
60,65,19,0.0052655250775973965,0.0933044755275505,0.05320304264135216,5
61,66,19,0.0052655250775973965,0.0933044755275505,0.05320304264135216,109
62,67,19,0.0052655250775973965,0.0933044755275505,0.05320304264135216,508
63,68,19,0.0052655250775973965,0.0933044755275505,0.05320304264135216,8
64,69,20,0.005036589204658379,0.09216347832059439,0.05320304264135216,684
65,70,20,0.005036589204658379,0.09216347832059439,0.05320304264135216,160
66,71,20,0.005036589204658379,0.09216347832059439,0.05320304264135216,439
67,72,20,0.005036589204658379,0.09216347832059439,0.05320304264135216,771
68,73,20,0.005036589204658379,0.09216347832059439,0.05320304264135216,123
69,74,21,0.004826731321130946,0.09149059959215325,0.05320304264135216,499
70,75,21,0.004826731321130946,0.09149059959215325,0.05320304264135216,131
71,76,21,0.008167907490552163,0.09149059959215325,0.08835613555666141,138
72,77,21,0.008167907490552163,0.09149059959215325,0.08835613555666141,685
73,78,21,0.008167907490552163,0.09149059959215325,0.08835613555666141,770
74,79,21,0.008167907490552163,0.09149059959215325,0.08835613555666141,201
75,80,21,0.008167907490552163,0.09149059959215325,0.08835613555666141,497
76,81,21,0.008167907490552163,0.09149059959215325,0.08835613555666141,724
77,82,21,0.008167907490552163,0.09149059959215325,0.08835613555666141,199
78,83,22,0.007853757202454004,0.09110739384907661,0.08835613555666141,90
79,84,22,0.007853757202454004,0.09110739384907661,0.08835613555666141,683
80,85,23,0.0075628773060668186,0.09027840323147736,0.08835613555666141,769
81,86,23,0.0075628773060668186,0.09027840323147736,0.08835613555666141,120
82,87,23,0.0075628773060668186,0.09027840323147736,0.08835613555666141,430
83,88,24,0.007292774545135861,0.09020924342882626,0.08835613555666141,780
84,89,24,0.007292774545135861,0.09020924342882626,0.08835613555666141,529
85,90,24,0.007292774545135861,0.09020924342882626,0.08835613555666141,47
86,91,24,0.007292774545135861,0.09020924342882626,0.08835613555666141,479
87,92,24,0.007292774545135861,0.09020924342882626,0.08835613555666141,261
88,93,24,0.007292774545135861,0.09020924342882626,0.08835613555666141,158
89,94,24,0.007292774545135861,0.09020924342882626,0.08835613555666141,561
90,95,25,0.007041299560820832,0.08859446864752614,0.08835613555666141,682
91,96,25,0.007041299560820832,0.08859446864752614,0.08835613555666141,181
92,97,25,0.007041299560820832,0.08859446864752614,0.08835613555666141,725
93,98,25,0.007041299560820832,0.08859446864752614,0.08835613555666141,97
94,99,25,0.007041299560820832,0.08859446864752614,0.08835613555666141,539
95,100,26,0.006806589575460137,0.08827417260172185,0.08835613555666141,681
96,101,26,0.006806589575460137,0.08827417260172185,0.08835613555666141,119
97,102,27,0.006587022169800133,0.08719350353832778,0.08835613555666141,784
98,103,27,0.006587022169800133,0.08719350353832778,0.08835613555666141,648
99,104,28,0.006381177726993878,0.08656103551096635,0.08835613555666141,783
