Number of ramps,mse,nlpd,Ramp chosen,Iteration
0,,,7,0.0
1,,,12,0.0
2,,,55,0.0
3,,,69,0.0
4,,,31,0.0
6,0.061355927009919854,-3.5527779942895483,72,1.0
7,0.05903127380602715,-3.7616444654477,50,2.0
8,0.05742394318705975,-3.99535645910411,18,3.0
9,0.05700577824393344,-4.06390187507807,15,4.0
10,0.05558160400208688,-4.014517208292384,3,5.0
11,0.05349011034113146,-4.252003992497652,47,6.0
12,0.0532299214640608,-4.311462274470163,14,7.0
13,0.02623419844659633,-4.691624958330534,9,8.0
14,0.029517986467469223,-5.117223842911187,45,9.0
15,0.026112069843956223,-5.417271453444334,0,10.0
16,0.026321528988038353,-5.523928491891979,66,11.0
17,0.028267970466004492,-5.8143601699442256,57,12.0
18,0.01912606604926792,-5.894272998071153,27,13.0
19,0.027297544989154793,-5.670412885628698,86,14.0
20,0.023287810387007744,-5.89803556801784,25,15.0
21,0.029213812047988116,-5.562657242533517,84,16.0
22,0.0264132969824982,-5.808942570044714,1,17.0
23,0.02321583789614234,-6.276730817917465,39,18.0
24,0.017157138473679,-6.2900397258736,35,19.0
25,0.016327173014699593,-6.200339459699434,36,20.0
26,0.019094752441657335,-6.222928428786811,38,21.0
27,0.014177644371701865,-6.166461127605689,60,22.0
28,0.012583300353118146,-6.149748452764452,26,23.0
29,0.011747203603313994,-5.873085363612547,13,24.0
30,0.01198309627104553,-6.360166972045875,83,25.0
31,0.015482771031502642,-6.7495847703604,19,26.0
32,0.013808747517519955,-6.80590945412693,5,27.0
33,0.014598531587949283,-6.75208269595289,16,28.0
34,0.016457412628082105,-6.637687446242291,78,29.0
35,0.015703925610809695,-6.616329326442086,24,30.0
36,0.02550427985941298,-6.413024227222224,74,31.0
37,0.02575798455161822,-6.511809352993665,41,32.0
38,0.014453794491144572,-7.030917227784666,22,33.0
39,0.00882973883791462,-6.917287675518761,6,34.0
40,0.007307757591483842,-7.319128371364658,43,35.0
41,0.012985643018081623,-6.868745702781244,10,36.0
42,0.005402656387566052,-7.093669433895359,82,37.0
43,0.007100723291971908,-7.003799694152036,28,38.0
44,0.005873875246683378,-7.071815735264702,76,39.0
45,0.00490031889523924,-7.123345305300654,17,40.0
46,0.01106598552467177,-7.1348989763921935,59,41.0
47,0.009973548547796925,-7.327425581537071,51,42.0
48,0.009354836900911533,-7.062945553207088,11,43.0
49,0.014586330251435416,-7.075863247021432,23,44.0
50,0.009406982230939607,-7.5329980197742294,73,45.0
51,0.01333354578098485,-7.410980651979969,53,46.0
52,0.013911178685844117,-7.394990110572876,63,47.0
53,0.01189640648899852,-7.549515723677967,20,48.0
54,0.013739517734394985,-7.811692616288836,79,49.0
55,0.01344166747036116,-7.67687159442383,65,50.0
56,0.013643564731619933,-7.910251247746852,2,51.0
57,0.012696261176893871,-8.009567490894055,29,52.0
58,0.005728900717776253,-8.287247287786384,32,53.0
59,0.0077609290135013664,-7.89673228005467,49,54.0
60,0.008538634388104824,-8.089720036627318,40,55.0
61,0.007913562447297157,-8.117064473399571,62,56.0
62,0.010430842083894103,-8.446107916659772,77,57.0
63,0.01030177612926318,-8.50350817875495,48,58.0
64,0.00742597706931653,-8.384101171640564,85,59.0
65,0.009186039733780887,-8.456863584387317,34,60.0
66,0.008611469405717725,-8.854577671972276,58,61.0
67,0.008438542788942653,-8.848381459336096,61,62.0
68,0.008096772049868807,-9.031458739257323,64,63.0
69,0.00677625457530741,-8.87542596062005,37,64.0
70,0.006847845862152562,-9.172963247567163,52,65.0
71,0.00736325088639491,-8.797469823859457,80,66.0
72,0.007164876371633065,-8.901168682138541,42,67.0
73,0.006961379158586369,-8.940338478978923,75,68.0
74,0.00730108421488827,-8.451773691772178,44,69.0
75,0.007040694547655716,-8.839443742248676,46,70.0
76,0.006727099085443064,-8.751659053809197,67,71.0
77,0.006475049612415121,-8.381023038879727,30,72.0
78,0.00496032293139299,-8.729478676439042,68,73.0
79,0.00364391163132018,-9.478009722583861,71,74.0
80,0.0034699599529011446,-8.751091441062213,33,75.0
81,0.0030722216942036737,-9.612857181687424,21,76.0
82,0.0027976228264749337,-9.418739186259351,54,77.0
83,0.00257127687846932,-9.202778018677018,8,78.0
84,0.0012813058006956178,-9.793715131716512,56,79.0
85,0.00129594341365245,-8.9725658033602,81,80.0
86,0.0007190897947505243,-9.557961798130075,70,81.0
87,0.00047175244054274544,-9.957316888679209,4,82.0
