Number of ramps,mse,nlpd,Ramp chosen,Iteration
0,,,21,0.0
1,,,59,0.0
2,,,70,0.0
3,,,77,0.0
4,,,58,0.0
6,0.06096842566435086,-3.2122409048043243,54,1.0
7,0.05690208827924742,-3.1575408844228385,78,2.0
8,0.0508706367062509,-3.918950230336842,67,3.0
9,0.04643876835153596,-3.963279117580247,29,4.0
10,0.05027766692710927,-4.460992336795464,7,5.0
11,0.05013877874770045,-4.696890552164797,32,6.0
12,0.0639431360922704,-4.438268011058143,40,7.0
13,0.06656669083470279,-4.5999438176091,34,8.0
14,0.0500644365288418,-4.929885854967027,80,9.0
15,0.043162661912059995,-5.162412902756429,42,10.0
16,0.03556914589413046,-5.64358497924526,20,11.0
17,0.036268997865903915,-5.252514885613903,23,12.0
18,0.038471074480638634,-5.385817586699668,43,13.0
19,0.03327045196237946,-5.814129287661378,13,14.0
20,0.033816879099682604,-5.706102511522074,83,15.0
21,0.03606408786990543,-5.662797884981487,22,16.0
22,0.029680031682622537,-5.952827586999123,18,17.0
23,0.02837499811789053,-5.972296722095294,25,18.0
24,0.022338511982259755,-6.34627131047495,76,19.0
25,0.022650180184773813,-6.325246787798776,37,20.0
26,0.021856706625611216,-6.378356282235748,19,21.0
27,0.022343034750417098,-6.46676814679612,86,22.0
28,0.02236900713758753,-6.593140215176533,45,23.0
29,0.01709794074144291,-6.980861839253636,72,24.0
30,0.01818976728199643,-6.966651755341609,16,25.0
31,0.01493569309541305,-7.29817158229238,85,26.0
32,0.024804936560398654,-6.824420323036714,28,27.0
33,0.026967774415002695,-6.816858124881681,4,28.0
34,0.026010084912643932,-6.92323080863617,3,29.0
35,0.025562058159246576,-7.22969562599991,47,30.0
36,0.025146249069516968,-7.2975093835573785,64,31.0
37,0.023582714390501865,-7.421098169527646,51,32.0
38,0.019696455752394693,-7.567430319125851,75,33.0
39,0.019934777053050277,-7.596805644500431,68,34.0
40,0.018285129062761262,-7.682536982723309,55,35.0
41,0.014917563931286256,-7.849911372261044,79,36.0
42,0.016587091890584906,-7.843885116273427,62,37.0
43,0.015716019980962698,-7.973143587546197,9,38.0
44,0.013997830653551445,-8.074149205459243,63,39.0
45,0.014920019030399774,-8.137897628061832,60,40.0
46,0.014550871103919475,-8.17496846768289,52,41.0
47,0.016257768294079714,-7.920142403752066,12,42.0
48,0.013539609467910253,-8.002825601671798,35,43.0
49,0.009844345462714722,-7.9898076752351495,8,44.0
50,0.009258417782923196,-8.106740765803567,39,45.0
51,0.013871982931615208,-7.984199013722057,41,46.0
52,0.016388607872259903,-7.887230889904467,49,47.0
53,0.00964303075727236,-8.043573473874757,10,48.0
54,0.010277324487648083,-7.60725774690907,84,49.0
55,0.013993265370123232,-7.737875640937889,17,50.0
56,0.01247524047208534,-7.797934261483213,2,51.0
57,0.014112644566048178,-7.5188126669245685,15,52.0
58,0.008449414393370757,-7.863066178711943,1,53.0
59,0.009907014287005645,-7.973477501658413,66,54.0
60,0.008795591037316624,-8.073195115964586,46,55.0
61,0.01079912874880449,-8.01111147983722,26,56.0
62,0.009902246465587738,-8.008406442138448,24,57.0
63,0.009610895854168362,-8.015993833263678,61,58.0
64,0.009150373225242241,-8.151635393246359,36,59.0
65,0.008666330876171757,-8.313427980836307,57,60.0
66,0.007682861150265587,-8.384273381191779,65,61.0
67,0.007800987625089319,-8.343070851375542,5,62.0
68,0.006962111195859376,-8.461392588438233,50,63.0
69,0.0066217217591042505,-8.623286439665957,82,64.0
70,0.006229174161670288,-8.799218031928287,30,65.0
71,0.005143282021108067,-8.94518968429166,81,66.0
72,0.004696881997872278,-9.03627873763905,74,67.0
73,0.0042668782538760695,-9.04560913256912,71,68.0
74,0.003959899646669554,-9.156355419531225,0,69.0
75,0.0036448022301991518,-9.160857750538078,31,70.0
76,0.0035725889461117504,-9.245784067277858,73,71.0
77,0.003374209451082396,-9.349880511658418,69,72.0
78,0.0031065625112155246,-9.323591314416174,44,73.0
79,0.0028145471381342594,-9.422124184896568,38,74.0
80,0.0032731349458767463,-8.99222738040618,6,75.0
81,0.0021085179681726647,-9.021706423602744,48,76.0
82,0.0017785466164990794,-9.34079204475262,14,77.0
83,0.0016440211193799745,-9.532362929362366,11,78.0
84,0.0015027709006030746,-9.484796392090285,56,79.0
85,0.0012747911571887533,-9.250728194783058,27,80.0
86,0.0008242777019344835,-9.724545647846432,53,81.0
87,0.0005805555918341623,-10.0090592262335,33,82.0
