Number of ramps,mse,nlpd,Ramp chosen,Iteration
0,,,40,0.0
1,,,32,0.0
2,,,25,0.0
3,,,65,0.0
4,,,52,0.0
6,0.06048739481402318,-3.546696412897961,7,1.0
7,0.06103440843074007,-3.594826722256923,69,2.0
8,0.057694730325813785,-3.717949289291476,85,3.0
9,0.055508740503518415,-3.798540246050798,62,4.0
10,0.054456028392416846,-3.867404870708049,55,5.0
11,0.053776498202001616,-3.962346015007237,15,6.0
12,0.05443209576111388,-3.9016133453744946,21,7.0
13,0.053088784974991546,-3.9597596175232153,46,8.0
14,0.051635521881001185,-4.051569437179938,20,9.0
15,0.03591931157396616,-4.524536236358322,53,10.0
16,0.02811697950948749,-4.902349500854912,71,11.0
17,0.025247142421246645,-5.121559746467934,8,12.0
18,0.019603889170880785,-4.97335043259031,44,13.0
19,0.020742583255895675,-5.38922594597437,5,14.0
20,0.016260885516776877,-4.798167490506153,33,15.0
21,0.014765731302368875,-5.656302948763167,9,16.0
22,0.01785956566253845,-5.669898471796329,39,17.0
23,0.016980517251632132,-6.150979765819631,13,18.0
24,0.012226584621417184,-6.043320830520442,36,19.0
25,0.013219402707707804,-6.187098974676547,54,20.0
26,0.012097904729212895,-6.025728032260366,2,21.0
27,0.01225849108714184,-6.430941142297843,6,22.0
28,0.01473259403364129,-6.063216630876014,82,23.0
29,0.013905404075322883,-6.456160147168067,47,24.0
30,0.013612020798295595,-6.142561740974945,22,25.0
31,0.013781986500821599,-6.191481200053384,27,26.0
32,0.012948284205637725,-6.0855006549884125,76,27.0
33,0.021964489894075834,-6.1683576107133895,58,28.0
34,0.015896692501353258,-6.355705341394194,30,29.0
35,0.014861317385967219,-6.437484683708597,42,30.0
36,0.012293822435777245,-6.538211566207066,3,31.0
37,0.010163079061906199,-6.823251998008161,1,32.0
38,0.011482352815015879,-6.813566060127364,66,33.0
39,0.009790578302773589,-6.910676246906858,29,34.0
40,0.012712626036912804,-6.974847984565998,63,35.0
41,0.011919807117226731,-7.057865873853405,81,36.0
42,0.010058241852771618,-7.198572230295572,16,37.0
43,0.01064663378415818,-7.2335491881024305,64,38.0
44,0.008937410587892896,-7.319955508633752,84,39.0
45,0.009055833041848413,-7.369298707537912,67,40.0
46,0.008994177254423153,-7.498136976213209,83,41.0
47,0.0067063018980626065,-7.2889524839022535,41,42.0
48,0.007107839020650232,-7.6669907934540875,26,43.0
49,0.006571642702181015,-7.508034787591449,18,44.0
50,0.006144920842922541,-7.589719389831894,48,45.0
51,0.006379968099045152,-7.846784468424586,19,46.0
52,0.006356433256265075,-8.079215901521664,4,47.0
53,0.005786904040309157,-7.775194251215583,78,48.0
54,0.005945145942951471,-7.717403938129601,28,49.0
55,0.0075219796799709275,-8.458267436262345,70,50.0
56,0.012302085894744755,-7.9967879457339786,38,51.0
57,0.004899808526987266,-7.644983694614054,59,52.0
58,0.013165303877751387,-8.19644429149563,68,53.0
59,0.006183959076765382,-8.204879522576322,79,54.0
60,0.005830742547010312,-8.531732171558653,56,55.0
61,0.006930778772838952,-8.469675799679013,77,56.0
62,0.00624245769714045,-8.734866073708838,34,57.0
63,0.011160559634548949,-8.539868212711879,72,58.0
64,0.007337796244700518,-8.814424846314317,11,59.0
65,0.006660049535005263,-8.709081922955141,10,60.0
66,0.008171682292142528,-8.383820121024813,37,61.0
67,0.007957629871012773,-8.432783943250508,0,62.0
68,0.007623530842888958,-8.478824955497574,73,63.0
69,0.0068589153977168865,-8.615069656069656,24,64.0
70,0.006511977764733282,-8.68639315904065,61,65.0
71,0.006078288797035736,-8.789997943318275,12,66.0
72,0.005858081837781194,-8.927303319078222,75,67.0
73,0.005078456836442024,-8.827386537986534,86,68.0
74,0.004792318456598818,-9.162267714203148,60,69.0
75,0.004682474336131263,-8.827195679945085,31,70.0
76,0.004794182525171224,-8.950457829182648,57,71.0
77,0.0045211610701920615,-9.116070036568368,50,72.0
78,0.004183677587421557,-9.229728038039635,35,73.0
79,0.003933087197373747,-9.272751711098755,51,74.0
80,0.0036849999509220997,-9.32214105744148,23,75.0
81,0.003291614915685148,-9.676519014471955,43,76.0
82,0.002792563751585408,-9.92884559141575,45,77.0
83,0.0023001657096769646,-9.975027371113892,80,78.0
84,0.002181171295882512,-9.94589034309086,17,79.0
85,0.0008297956194805433,-9.767552360711132,74,80.0
86,0.0005072391919817499,-9.640178398485338,49,81.0
87,0.0003841364870611212,-10.116529545120272,14,82.0
