Number of ramps,mse,nlpd,Ramp chosen,Iteration
0,,,0,0.0
1,,,41,0.0
2,,,20,0.0
3,,,72,0.0
4,,,13,0.0
6,0.061317434570408884,-3.6179533747900665,62,1.0
7,0.06170733235067765,-3.618163345279916,42,2.0
8,0.06297005910376645,-3.6042227644973517,69,3.0
9,0.06502186639237224,-3.564317830875923,24,4.0
10,0.06511532718580865,-3.58906848275934,18,5.0
11,0.06587486337791434,-3.607483825227948,9,6.0
12,0.06405636895596832,-3.8282577570745557,33,7.0
13,0.06603253234328657,-3.800782480693156,60,8.0
14,0.06700823964176418,-3.7862134556364513,51,9.0
15,0.0672973818455304,-3.7959040784474123,71,10.0
16,0.05866058136221756,-4.47963876292156,7,11.0
17,0.048771458640679215,-5.1750405038477885,5,12.0
18,0.022848841491009495,-5.135652193654199,29,13.0
19,0.018140159468980035,-5.221671245746343,38,14.0
20,0.01726707001517218,-5.800909748036956,14,15.0
21,0.018277771113232515,-5.8462552695645424,47,16.0
22,0.016689662884100457,-5.596884412240558,56,17.0
23,0.014952913343976337,-5.803033081106378,58,18.0
24,0.013900293870060212,-6.193446894053391,65,19.0
25,0.013506634996995089,-5.733906677734645,49,20.0
26,0.011114768046510352,-5.859017051628903,16,21.0
27,0.010802490173090335,-5.887643012784194,40,22.0
28,0.010374876576712115,-5.902622593681103,31,23.0
29,0.010909324234449118,-6.076887756191057,53,24.0
30,0.010441219977343938,-6.085374169812723,2,25.0
31,0.009007733357344295,-6.38651859146417,44,26.0
32,0.010670700836003272,-5.7770881486036485,11,27.0
33,0.009543507885930438,-6.3807186879120525,35,28.0
34,0.010458357827152948,-6.074488948290072,26,29.0
35,0.010077688882686951,-6.379009934046821,75,30.0
36,0.008288591765643,-7.126340134876937,77,31.0
37,0.00801366975657488,-6.83604864186612,63,32.0
38,0.008641698813076732,-6.571353983450795,67,33.0
39,0.0086722112627273,-7.371558704093686,73,34.0
40,0.007918843968671888,-6.901287251510684,74,35.0
41,0.009611397914378138,-6.646316074623171,55,36.0
42,0.009326200175141514,-6.493732471981364,64,37.0
43,0.009199267314339734,-6.195091517239234,28,38.0
44,0.0071097672841047505,-6.97707271977642,46,39.0
45,0.007876911761353545,-6.800306861692715,4,40.0
46,0.009449875713468723,-7.5749001923772195,37,41.0
47,0.014295012001856344,-7.236951828319202,21,42.0
48,0.014030664340895834,-7.254709176601784,81,43.0
49,0.013936731091650854,-7.254676219275667,86,44.0
50,0.014455147796676828,-7.251870505588093,70,45.0
51,0.014273843221232575,-7.414061513647729,22,46.0
52,0.010496106662077025,-7.800969785139836,83,47.0
53,0.010517723565035195,-7.736972136258527,85,48.0
54,0.010488321640428993,-7.938925238205882,79,49.0
55,0.00999102453745211,-7.900210643109924,84,50.0
56,0.011267053801160843,-7.862102322567661,80,51.0
57,0.011362123186239635,-7.885177361293765,82,52.0
58,0.011195487065675315,-7.490829024471218,19,53.0
59,0.011173428972934869,-7.578502204674472,6,54.0
60,0.009362806695931059,-8.443330012902559,1,55.0
61,0.010088190372878355,-7.89121524446541,15,56.0
62,0.007598997110502176,-8.487577455695334,10,57.0
63,0.008375826202668432,-7.654671902804612,12,58.0
64,0.008935797999157603,-7.582635643287667,17,59.0
65,0.007366895767269937,-7.4487508879016255,30,60.0
66,0.005456663913360683,-7.877847773785621,25,61.0
67,0.005972663800766917,-7.877754745836799,3,62.0
68,0.0062031977418925115,-7.8884957768838975,27,63.0
69,0.006069397015732169,-7.8590873245710355,57,64.0
70,0.0064288119689312195,-8.010673050557536,52,65.0
71,0.0064355662017731635,-7.59682088202293,54,66.0
72,0.006348449620009067,-8.024867661149617,76,67.0
73,0.00580516620157621,-8.202374379270738,78,68.0
74,0.005081130950425984,-8.399734877262143,61,69.0
75,0.007311508015541663,-7.866695160154818,66,70.0
76,0.005028896932751546,-8.914546381043158,68,71.0
77,0.00549380818961981,-7.9618303745897885,48,72.0
78,0.005841501747412212,-8.007115423195717,43,73.0
79,0.005917368983259756,-8.07478642886492,45,74.0
80,0.005952647340766057,-8.109067406133699,23,75.0
81,0.005524206739896108,-8.179560859710147,39,76.0
82,0.004980173220891758,-8.16239574835663,34,77.0
83,0.004919902282162571,-8.269224926017246,36,78.0
84,0.00490946819867185,-8.375693545492776,8,79.0
85,0.0035634774324318436,-8.495097245869921,32,80.0
86,0.0016586680061629233,-8.848496136163885,59,81.0
87,0.0006852688381901898,-8.94970115371586,50,82.0
