Number of ramps,mse,nlpd,Ramp chosen,Iteration
0,,,58,0.0
1,,,26,0.0
2,,,85,0.0
3,,,18,0.0
4,,,0,0.0
6,0.0788251169514767,-2.3639117130760403,62,1.0
7,0.08197545563300512,-2.0914390252326576,42,2.0
8,0.08507989032281643,-1.8253044213871672,69,3.0
9,0.08838909745495847,-1.4417256973427162,9,4.0
10,0.08351908010884473,-2.3756003368804897,33,5.0
11,0.08756571043579,-2.154508248099848,60,6.0
12,0.0899210058469108,-1.9343725846614304,24,7.0
13,0.09064854678531441,-1.8014125747971825,51,8.0
14,0.09079349140300766,-1.6778070331525285,71,9.0
15,0.0929763107317758,-1.4283929761403105,7,10.0
16,0.07532664003530432,-3.7786094660277283,5,11.0
17,0.01937833150145049,-6.132990852854246,38,12.0
18,0.008730041736005776,-3.374094075353178,14,13.0
19,0.007624584539274382,-4.363075737215392,47,14.0
20,0.007547252518605268,-0.9241383480240332,29,15.0
21,0.006730070272236265,-1.442588244130727,56,16.0
22,0.006103708233220008,1.3598043317657755,65,17.0
23,0.005829535797835372,-0.6737644992855099,49,18.0
24,0.007092612045011501,0.28415875668154994,16,19.0
25,0.006853632924526744,0.615440118327018,40,20.0
26,0.010273587179429217,-5.514116918718478,31,21.0
27,0.009898321047479425,-5.520977969330686,53,22.0
28,0.009975688973586786,-1.778738184179847,2,23.0
29,0.010416339305052648,-5.0148152194214966,44,24.0
30,0.010343786056255364,-5.024045941745927,11,25.0
31,0.010739960519653494,-4.357926507360582,35,26.0
32,0.010243438070485092,-4.692797518059541,75,27.0
33,0.007451772145916206,-3.8080943667980534,77,28.0
34,0.007098747193550908,-3.413560921839145,67,29.0
35,0.005483868985093775,-3.385189600652709,63,30.0
36,0.0056642220948624105,-3.453990203796599,73,31.0
37,0.005150501627153317,-4.48163529482985,74,32.0
38,0.004686365785699921,-1.9212854432322244,55,33.0
39,0.004105678503312814,-1.7840305247459256,28,34.0
40,0.004052119357832385,-2.7712878217248487,64,35.0
41,0.0034017809821709484,-1.5035090554440589,46,36.0
42,0.0034210859017852007,-2.1901013837198993,13,37.0
43,0.0033406307971350917,-4.190024695906125,4,38.0
44,0.0033803357828319953,-0.3677046110029113,37,39.0
45,0.003402720039961175,1.3897526790590857,21,40.0
46,0.0032336813253085843,-1.3822476893191082,81,41.0
47,0.0028463224195780343,-5.487911214946252,86,42.0
48,0.002800727931941597,-4.144564910147535,83,43.0
49,0.003018363425388507,-8.145362151122885,79,44.0
50,0.0031208056205002783,-0.17004472057001901,84,45.0
51,0.002521801358334233,-6.923442374970046,80,46.0
52,0.0026342374066183915,-8.27159483817521,82,47.0
53,0.006036425740652523,-8.45152705221806,70,48.0
54,0.011139588384303328,-7.862572333563069,22,49.0
55,0.007144252149543545,-8.390928380756279,72,50.0
56,0.008028546164972051,-8.344420332299212,19,51.0
57,0.007058502698556324,-8.608882545771658,15,52.0
58,0.0066106840264811536,-8.511957687487202,10,53.0
59,0.009247749966660728,-7.7151923297991765,12,54.0
60,0.006403098188083466,-8.117688469028863,17,55.0
61,0.0076249021689078055,-7.538604105169958,6,56.0
62,0.007013626374190191,-7.690212250894422,1,57.0
63,0.006963148617802736,-7.817659918492868,20,58.0
64,0.008108721163531785,-7.90574813698266,30,59.0
65,0.005959444618404362,-8.20589416011356,25,60.0
66,0.007228604464117984,-8.161672785064507,3,61.0
67,0.007484715643829844,-8.293096801002399,27,62.0
68,0.007495292275562183,-8.42824998963403,57,63.0
69,0.0070932832197738716,-8.49711584545553,52,64.0
70,0.007068111778806139,-8.468974523606226,54,65.0
71,0.007119429526218096,-8.510197259894879,76,66.0
72,0.006584430665274354,-8.588849420273927,78,67.0
73,0.006537595760504419,-8.857628061809478,61,68.0
74,0.007703142934787082,-8.75793036566844,66,69.0
75,0.005428600784468078,-8.080431121276138,68,70.0
76,0.004782071565220347,-7.94282716000087,48,71.0
77,0.0044846324884982285,-8.647572996770231,43,72.0
78,0.004664161236429825,-9.256320735430132,23,73.0
79,0.004750589549739303,-9.217887049988878,45,74.0
80,0.004396898266179166,-9.37713401089959,39,75.0
81,0.0060254852118920175,-8.600765712791516,34,76.0
82,0.0059926894513129,-8.740950266843846,36,77.0
83,0.006028309466981066,-8.877552738855371,8,78.0
84,0.004623371047410039,-9.005394017517167,32,79.0
85,0.0026604361131090546,-9.176946698174735,59,80.0
86,0.0016321173105637615,-9.395607491673315,50,81.0
87,0.0012021239820666863,-9.348355040995232,41,82.0
