Number of ramps,mse,nlpd,Ramp chosen,Iteration
0,,,43,0.0
1,,,4,0.0
2,,,77,0.0
3,,,20,0.0
4,,,50,0.0
6,0.06635572500841241,-3.2092750120285634,62,1.0
7,0.06759010200180442,-3.1938739445511737,42,2.0
8,0.06325473834239137,-3.504467925999863,69,3.0
9,0.06362458735819747,-3.5896091309774802,18,4.0
10,0.06250865572834259,-3.7740296225808296,9,5.0
11,0.060470734592794576,-4.129873476357656,33,6.0
12,0.032288008464408845,-1.1962890385686158,60,7.0
13,0.03748681722628235,-1.1748090150415267,24,8.0
14,0.02610642691563314,-2.4881373993217877,51,9.0
15,0.0361879356396996,-3.895595624445667,71,10.0
16,0.03617041288174605,-2.693687948464256,7,11.0
17,0.036996483190604695,-3.9970859906371956,5,12.0
18,0.03311072630995408,-2.1922043269506246,38,13.0
19,0.030118159550149435,5.322530767902321,58,14.0
20,0.018347148357098768,1.0123371267806025,14,15.0
21,0.014370360367969234,1.5539202497370184,47,16.0
22,0.014478816153553307,5.230660828768265,29,17.0
23,0.012551015500974025,-4.519950814241789,65,18.0
24,0.011736215460601395,-0.497010343472853,40,19.0
25,0.006040240104046281,-5.854897663862613,49,20.0
26,0.008781296565980303,-5.487950733583054,56,21.0
27,0.008594740338138765,-5.185655445596263,0,22.0
28,0.008783199571455257,-4.792066544453476,16,23.0
29,0.009157688896447226,-4.115893170073154,31,24.0
30,0.009156799987738839,-3.9303249631538013,53,25.0
31,0.009145761655445034,-3.5623918908099874,2,26.0
32,0.008649078574624935,-3.8267750298379224,44,27.0
33,0.00859573361152463,-3.7936987620501,11,28.0
34,0.008669936305419509,-3.659719354818867,35,29.0
35,0.008958780272236825,-2.894298167844977,26,30.0
36,0.008575313448889213,-3.147214563764556,75,31.0
37,0.007462768605280356,-4.644621655884612,67,32.0
38,0.006480200699848426,-4.470408172836102,63,33.0
39,0.006977695278443683,-4.104459004382828,73,34.0
40,0.0071432137871567745,-3.90170199887226,74,35.0
41,0.006924832608812897,-4.808300071268746,55,36.0
42,0.006541654887632575,-4.288419531221924,28,37.0
43,0.005816686365906806,-4.746870587297803,46,38.0
44,0.005964681320086313,-4.776854080189718,64,39.0
45,0.006291573473653957,-4.0463092858479675,13,40.0
46,0.0050480069056802294,-5.292419210802241,37,41.0
47,0.005706072338310492,-5.5397097279623795,21,42.0
48,0.005782024048902225,1.2447894781819921,81,43.0
49,0.004503041537879906,-4.76833046963682,86,44.0
50,0.004487068180194809,-3.60813903609505,83,45.0
51,0.004954201224278783,-0.79397659394069,85,46.0
52,0.0030554654078807715,4.313002538151835,79,47.0
53,0.004451124081784208,-0.08623720776571557,84,48.0
54,0.0028466949091636292,2.6743227199130595,80,49.0
55,0.0026853761524038115,2.400346184763229,82,50.0
56,0.0027261384798236295,2.257296382869719,70,51.0
57,0.002630523874465892,1.5868929088183317,22,52.0
58,0.0015627033186315495,-5.681344382241384,72,53.0
59,0.0015962243369379713,-6.518382504152931,19,54.0
60,0.0017142916410584227,-6.72873887082002,6,55.0
61,0.0015634346953877455,-6.387094802814971,15,56.0
62,0.001887834643458291,-8.625778224160882,10,57.0
63,0.0013065589896006076,-6.69234360612483,12,58.0
64,0.0012561870493070382,-6.531253013168044,17,59.0
65,0.0021542711775023567,-8.118416533279152,27,60.0
66,0.0013512671273155105,-7.858267994174053,1,61.0
67,0.0013235854156884968,-8.06869221216134,30,62.0
68,0.002141993106498107,-8.771391539604352,25,63.0
69,0.0052957875623307745,-8.719430136732274,3,64.0
70,0.005766086686795479,-8.789890328528426,57,65.0
71,0.005452090870066228,-8.850604459869647,52,66.0
72,0.005311043602988646,-8.716812719106505,54,67.0
73,0.005246977022021351,-8.814798853445222,76,68.0
74,0.005222646415501301,-8.850398274506881,78,69.0
75,0.003986817525103174,-9.01600577320078,61,70.0
76,0.005200406932951098,-9.003727233490691,66,71.0
77,0.0049338952773455855,-9.108564072530955,68,72.0
78,0.004120001031247598,-9.236509689870655,48,73.0
79,0.0040165015496455864,-9.309531026301942,23,74.0
80,0.0036511226929481205,-9.38780549698031,45,75.0
81,0.003851867639488684,-9.611223370247973,39,76.0
82,0.00350155685896073,-9.370747345998605,34,77.0
83,0.003551886863168024,-9.498584262614616,36,78.0
84,0.0035916011096167786,-9.704807347976951,8,79.0
85,0.002814516524606808,-10.106053153662838,32,80.0
86,0.001709883734497654,-10.03103554066915,59,81.0
87,0.0007854515736309056,-10.448110092351433,41,82.0
